"","ï..PWSID","Water.System.Name","Fee.Code","Population","Service.Connections","CES.3.0.Score","Median_12month_HH_Income","Median_rent_pct_Income","tag","logService.Connections","Median_12month_HH_Income2","fee.code"
"718","CA2900523","WASHINGTON WATER DISTRICT","SC",330,114,17.09," $47,609.00 ",34.3,"Bin A",2.05690485133647,47609,4
"719","CA2900562","ANANDA VILLAGE","SC",290,86,17.09," $47,609.00 ",34.3,"Bin A",1.93449845124357,47609,4
"720","CA2900502","FLORISTON WATER SYSTEM","SC",75,45,17.09," $47,609.00 ",34.3,"Bin A",1.65321251377534,47609,4
"721","CA2900511","SHADY LAKE WATER ASSOCIATION","SC",90,28,17.09," $47,609.00 ",34.3,"Bin A",1.44715803134222,47609,4
"722","CA2900529","GOLD COUNTRY HOME PARK - WATER SYSTEM","SC",60,27,17.09," $47,609.00 ",34.3,"Bin A",1.43136376415899,47609,4
"723","CA4500093","RED HILL MOBILEHOME PARK","SC",35,24,12.21," $61,063.00 ",34.3,"Bin A",1.38021124171161,61063,4
"724","CA4500204","WHITE OAK MUTUAL WATER COMPANY","SC",415,126,12.21," $61,049.21 ",34.3,"Bin A",2.10037054511756,61049.21,4
"725","CA4810024","SID - BLUE RIDGE OAKS","SC",53,19,12.81," $117,258.99 ",34.28,"Bin A",1.27875360095283,117258.99,4
"726","CA1910021","LIBERTY UTILITIES - COMPTON","C1",23802,6978,57.78," $58,145.82 ",34.28,"Bin D",3.84373096511209,58145.82,1
"727","CA2300837","YOKAYO TRIBE OF INDIANS","DAVCS",75,23,18.29," $71,778.56 ",34.26,"Bin A",1.36172783601759,71778.56,3
"728","CA1010025","CITY OF PARLIER","DAVCL",15250,2580,67.34," $33,661.72 ",34.26,"Bin B",3.41161970596323,33661.72,2
"729","CA4900641","SUNRISE MOUNTAIN MUTUAL WATER COMPANY","SC",100,51,6.71," $62,060.82 ",34.26,"Bin A",1.70757017609794,62060.82,4
"730","CA1710007","KELSEYVILLE CO WATERWORKS DISTRICT 3","DAVCL",2793,1161,22.72," $50,853.68 ",34.25,"Bin B",3.06483221973857,50853.68,2
"731","CA3310036","WESTERN MWD - MURRIETA DIVISION","C1",12722,2872,25.41," $82,109.73 ",34.24,"Bin B",3.45818443557026,82109.73,1
"732","CA3600152","LOMA LINDA UNIVERSITY","SC",8500,83,46.36," $35,502.35 ",34.22,"Bin A",1.91907809237607,35502.35,4
"733","CA1910105","PARAMOUNT - CITY, WATER DEPT.","DAVCL",56000,7429,56.79," $55,140.59 ",34.21,"Bin D",3.8709303583487,55140.59,2
"734","CA1910091","MONTEBELLO LAND & WATER CO.","C1",26554,4048,45.64," $49,085.26 ",34.21,"Bin C",3.60724050383174,49085.26,1
"735","CA5610016","CALIFORNIA WATER SERVICE CO - WESTLAKE","C1",19445,6900,10.55," $122,682.25 ",34.2,"Bin D",3.83884909073726,122682.25,1
"736","CA5200556","MAYWOOD MOBILE HOME PARK","SC",140,50,36.83," $40,574.00 ",34.2,"Bin A",1.69897000433602,40574,4
"737","CA5200516","LAZY CORRAL MOBILE HOME PARK","SC",103,37,36.83," $40,574.00 ",34.2,"Bin A",1.56820172406699,40574,4
"738","CA2310002","ROGINA WATER COMPANY INC.","C1",3700,1008,18.17," $72,188.00 ",34.2,"Bin A",3.00346053210951,72188,1
"739","CA2300731","CITY OF 10,000 BUDDHAS","SC",200,50,18.17," $72,188.00 ",34.2,"Bin A",1.69897000433602,72188,4
"740","CA4900647","SERENO DEL MAR WATER COMPANY (PUC)","SC",445,135,6.7," $62,083.00 ",34.2,"Bin A",2.13033376849501,62083,4
"741","CA4900532","SONOMA COUNTY CSA 41-JENNER","SC",406,123,6.7," $62,083.00 ",34.2,"Bin A",2.0899051114394,62083,4
"742","CA4900543","SONOMA COUNTY CSA 41-SALMON CREEK","SC",427,99,6.7," $62,083.00 ",34.2,"Bin A",1.99563519459755,62083,4
"743","CA4900637","MAGIC MOUNTAIN MUTUAL WATER COMPANY","SC",100,67,6.7," $62,083.00 ",34.2,"Bin A",1.82607480270083,62083,4
"744","CA4900578","CARMET BY THE SEA WATER COMPANY","SC",280,64,6.7," $62,083.00 ",34.2,"Bin A",1.80617997398389,62083,4
"745","CA4900514","RANCHO DEL PARADISO-CAL WATER SVC (PUC)","SC",162,58,6.7," $62,083.00 ",34.2,"Bin A",1.76342799356294,62083,4
"746","CA4900644","BRIDGEHAVEN PARK","SC",70,31,6.7," $62,083.00 ",34.2,"Bin A",1.49136169383427,62083,4
"747","CA4900634","HUCKLEBERRY MUTUAL WATER COMPANY","SC",45,29,6.7," $62,083.00 ",34.2,"Bin A",1.46239799789896,62083,4
"748","CA4900640","SONOMA COUNTY MUTUAL WATER COMPANY","SC",40,18,6.7," $62,083.00 ",34.2,"Bin A",1.25527250510331,62083,4
"749","CA2110004","STINSON BEACH COUNTY WTR DIST","SC",1500,741,4.2," $84,118.00 ",34.2,"Bin A",2.86981820797933,84118,4
"750","CA2110005","BOLINAS COMMUNITY PUD","SC",2620,587,4.2," $84,118.00 ",34.2,"Bin A",2.76863810124761,84118,4
"751","CA5210001","CITY OF CORNING","C1",7663,2315,36.78," $40,616.78 ",34.19,"Bin B",3.36455099535397,40616.78,1
"752","CA5610002","FILLMORE WATER DEPT","C1",15222,3917,25.13," $68,444.28 ",34.18,"Bin C",3.59295357154787,68444.28,1
"753","CA5400550","SEVILLE WATER COMPANY","DAVCS",480,90,36.83," $37,406.30 ",34.14,"Bin A",1.95424250943932,37406.3,3
"754","CA3310046","FARM MUTUAL W.C. (THE)","C1",3416,1265,25.04," $73,853.10 ",34.08,"Bin B",3.10209052551184,73853.1,1
"755","CA4110002","CITY OF BRISBANE","C1",3189,1279,36.59," $110,577.88 ",34.08,"Bin B",3.10687054447865,110577.88,1
"756","CA4810701","CALIFORNIA WATER SERVICE CO.-TRAVIS AFB","C1",7190,1796,16.45," $74,889.91 ",34.03,"Bin B",3.25430633233129,74889.91,1
"757","CA4110005","GUADALUPE VALLEY MID","SC",1398,750,36.77," $111,233.00 ",34,"Bin A",2.8750612633917,111233,4
"758","CA1510703","CHINA LAKE NAVAL AIR WEAPONS STATION","C1",5000,1380,26.92," $32,000.00 ",34,"Bin B",3.13987908640124,32000,1
"759","CA3610015","CRESTLINE VILLAGE CWD - DIVISION 10","DAVCL",8360,4950,29.66," $60,824.34 ",33.98,"Bin C",3.69460519893357,60824.34,2
"760","CA3110035","WEIMAR WATER COMPANY","SC",1500,550,8.18," $63,903.87 ",33.97,"Bin A",2.74036268949424,63903.87,4
"761","CA1910117","MONTEBELLO-CITY, WATER DEPT.","C1",8195,1493,49.33," $53,590.75 ",33.97,"Bin B",3.17405980772503,53590.75,1
"762","CA5610024","CASITAS MUNICIPAL WATER DIST","C1",10471,2930,22.92," $68,706.41 ",33.95,"Bin B",3.46686762035411,68706.41,1
"763","CA3700866","DEL DIOS MUTUAL WATER COMPANY","SC",330,150,9.68," $117,779.98 ",33.95,"Bin A",2.17609125905568,117779.98,4
"764","CA1900794","ANTELOPE PARK MUTUAL WATER COMPANY","SC",445,152,29.47," $46,155.51 ",33.94,"Bin A",2.18184358794477,46155.51,4
"765","CA1710018","LAKE COUNTY CSA 2 - SPRING VALLEY","DAVCS",995,495,17.43," $42,806.05 ",33.93,"Bin A",2.69460519893357,42806.05,3
"766","CA1210004","EUREKA, CITY OF","DAVCL",32815,9944,15.9," $43,728.92 ",33.91,"Bin D",3.99756111563359,43728.92,2
"767","CA1510006","EAST NILES CSD","DAVCL",32293,7991,37.12," $47,456.95 ",33.91,"Bin D",3.90260113066653,47456.95,2
"768","CA3610060","BDVWA - GOAT MOUNTAIN ID","DAVCS",923,512,16.35," $35,861.73 ",33.9,"Bin A",2.70926996097583,35861.73,3
"769","CA1510024","GREENFIELD COUNTY WD","DAVCL",10444,3255,48.59," $55,642.00 ",33.9,"Bin B",3.51255099290421,55642,2
"770","CA4710013","LAKE SHASTINA C.S.D","DAVCL",2400,1272,32.3," $51,711.00 ",33.9,"Bin B",3.1044871113124,51711,2
"771","CA4710009","WEED, CITY OF","DAVCL",2963,1110,32.3," $51,711.00 ",33.9,"Bin B",3.04532297878666,51711,2
"772","CA4700521","SISKIYOU CO.SERVICE AREA #5/CARRICK","DAVCS",142,58,32.3," $51,711.00 ",33.9,"Bin A",1.76342799356294,51711,3
"773","CA4700546","CAL ORE MOBILE ESTATES","DAVCS",146,52,32.3," $51,711.00 ",33.9,"Bin A",1.7160033436348,51711,3
"774","CA4700884","SHASTINA MOBILE ESTATES","DAVCS",32,32,32.3," $51,711.00 ",33.9,"Bin A",1.50514997831991,51711,3
"775","CA1900975","WHITE ROCK LAKE RV PARK","SC",30,47,16.54," $111,618.00 ",33.9,"Bin A",1.67209785793572,111618,4
"776","CA4200693","ELLWOOD MUTUAL WATER CO.","SC",186,56,9.63," $87,713.00 ",33.9,"Bin A",1.7481880270062,87713,4
"777","CA0310003","AWA, TANNER","C1",4943,1741,25.17," $57,514.02 ",33.9,"Bin B",3.24079877111733,57514.02,1
"778","CA4710011","YREKA, CITY OF","DAVCL",7290,2993,17.06," $43,096.76 ",33.9,"Bin B",3.47610671684019,43096.76,2
"779","CA4510014","BELLA VISTA WATER DISTRICT","C1",19098,6360,8.16," $64,146.01 ",33.84,"Bin C",3.80345711564841,64146.01,1
"780","CA1910241","MESA CREST WATER CO.","SC",2500,704,7.08," $194,223.08 ",33.82,"Bin A",2.84757265914211,194223.08,4
"781","CA3310044","RUBIDOUX COMMUNITY SD","C1",32400,6675,50.21," $58,947.74 ",33.81,"Bin D",3.82445127003661,58947.74,1
"782","CA4210017","VANDENBERG VILLAGE COMM. SERV. DIST.","C1",7376,2556,13.01," $86,110.15 ",33.8,"Bin B",3.40756084948636,86110.15,1
"783","CA4210019","MISSION HILLS CSD","C1",3560,1271,15.55," $85,818.94 ",33.8,"Bin B",3.10414555055401,85818.94,1
"784","CA1010028","RIVERDALE PUBLIC UTILITY DISTRICT","DAVCS",3145,966,44.34," $52,055.00 ",33.8,"Bin A",2.98497712641549,52055,3
"785","CA1000053","LANARE COMMUNITY SERVICES DIST","DAVCS",660,155,44.34," $52,055.00 ",33.8,"Bin A",2.19033169817029,52055,3
"786","CA1000238","CAMDEN TRAILER PARK","DAVCS",75,25,44.34," $52,055.00 ",33.8,"Bin A",1.39794000867204,52055,3
"787","CA0103041","TRAILER HAVEN MOBILE HOME PARK","SC",459,191,27.27," $51,295.00 ",33.8,"Bin A",2.28103336724773,51295,4
"788","CA3110003","FORESTHILL PUBLIC UTILITY DIST","DAVCL",6000,2032,11.58," $78,625.00 ",33.8,"Bin B",3.30792370361188,78625,2
"789","CA3100014","BAKER RANCH WATER COMPANY","SC",150,54,11.58," $78,625.00 ",33.8,"Bin A",1.73239375982297,78625,4
"790","CA3100528","GOLDEN HILLS MUTUAL WATER CO","SC",84,32,7.27," $107,092.00 ",33.8,"Bin A",1.50514997831991,107092,4
"791","CA4900612","HEIGHTS MUTUAL WATER COMPANY","SC",363,109,6.4," $112,719.00 ",33.8,"Bin A",2.03742649794062,112719,4
"792","CA4900573","WILSHIRE HEIGHTS MUTUAL WATER COMPANY","SC",100,40,6.4," $112,719.00 ",33.8,"Bin A",1.60205999132796,112719,4
"793","CA4900599","RANDAL'S RANCHETTE MUTUAL WATER COMPANY","SC",100,30,6.4," $112,719.00 ",33.8,"Bin A",1.47712125471966,112719,4
"794","CA4900605","MARK WEST ACRES MWC","SC",60,22,6.4," $112,719.00 ",33.8,"Bin A",1.34242268082221,112719,4
"795","CA4900846","ROLLING OAKS ROAD ASSOCIATION","SC",25,16,6.4," $112,719.00 ",33.8,"Bin A",1.20411998265592,112719,4
"796","CA2310003","UKIAH, CITY OF","DAVCL",16185,4781,26.3," $45,244.27 ",33.79,"Bin C",3.67951874369579,45244.27,2
"797","CA1910062","LA VERNE, CITY WD","C1",32206,8794,23.41," $86,971.23 ",33.75,"Bin D",3.94418646128369,86971.23,1
"798","CA3310029","PERRIS, CITY OF","DAVCL",7854,2596,48.66," $42,044.90 ",33.74,"Bin B",3.41430468812833,42044.9,2
"799","CA1910063","LINCOLN AVENUE WATER CO.","C1",16126,4474,18.68," $92,218.48 ",33.72,"Bin C",3.65069597976061,92218.48,1
"800","CA5610001","DEMPSEY ROAD MUTUAL WATER CO","SC",1520,301,21.95," $68,472.80 ",33.72,"Bin A",2.47856649559384,68472.8,4
"801","CA0500019","MINERAL MOUNTAIN MUTUAL WATER","SC",125,38,10.02," $47,855.87 ",33.71,"Bin A",1.57978359661681,47855.87,4
"802","CA1210017","MANILA COMMUNITY SERVICES DIST.","DAVCS",750,357,24.41," $39,107.00 ",33.7,"Bin A",2.55266821611219,39107,3
"803","CA4210005","SAN VICENTE WATER COMPANY","SC",550,278,15.67," $67,672.00 ",33.7,"Bin A",2.44404479591808,67672,4
"804","CA3110034","CHRISTIAN VALLEY PARK CSD","SC",1800,623,12.9," $95,078.00 ",33.7,"Bin A",2.79448804665917,95078,4
"805","CA0510004","CCWD - SHEEP RANCH","SC",134,55,10.02," $47,851.00 ",33.7,"Bin A",1.74036268949424,47851,4
"806","CA1910165","VALLEY VIEW MUTUAL WATER CO.","DAVCL",4571,1389,44.36," $71,931.32 ",33.7,"Bin B",3.14270224573762,71931.32,2
"807","CA3310019","IDYLLWILD WATER DISTRICT","C1",2500,1649,23.26," $63,349.38 ",33.69,"Bin B",3.21722065564452,63349.38,1
"808","CA1910149","SIGNAL HILL - CITY, WATER DEPT.","C1",11673,3062,39.08," $77,711.59 ",33.68,"Bin B",3.48600518636224,77711.59,1
"809","CA1210016","MCKINLEYVILLE C.S.D.","C1",16900,5616,8.33," $51,798.05 ",33.66,"Bin C",3.74942709912175,51798.05,1
"810","CA1000445","LINDA VISTA FARMS","SC",63,17,44.27," $44,680.23 ",33.64,"Bin A",1.23044892137827,44680.23,4
"811","CA3610032","NEEDLES, CITY OF","C1",5183,1706,32.59," $33,348.42 ",33.62,"Bin B",3.2319790268315,33348.42,1
"812","CA2310006","MILLVIEW COUNTY WATER DISTRICT","C1",5500,1534,22.72," $53,064.52 ",33.61,"Bin B",3.18582535961296,53064.52,1
"813","CA1610004","CORCORAN, CITY OF","C1",21835,3383,36.94," $39,193.46 ",33.6,"Bin C",3.52930199778798,39193.46,1
"814","CA5000066","MODESTO MOBILE HOME PARK","SC",300,150,41.32," $58,367.00 ",33.6,"Bin A",2.17609125905568,58367,4
"815","CA4510009","SHASTA FOREST VILLAGE M.W.C.","SC",750,399,15.84," $47,298.00 ",33.6,"Bin A",2.60097289568675,47298,4
"816","CA4500195","STARLITE PINES MUTUAL WATER CO INC","SC",510,165,15.84," $47,298.00 ",33.6,"Bin A",2.21748394421391,47298,4
"817","CA4500235","WOODRIDGE MUTUAL WATER CO","SC",182,92,15.84," $47,298.00 ",33.6,"Bin A",1.96378782734556,47298,4
"818","CA4500219","CREEKSIDE MOBILEHOME PARK","SC",85,41,15.84," $47,298.00 ",33.6,"Bin A",1.61278385671974,47298,4
"819","CA4500089","PINE RIDGE PARK ESTATES","SC",26,27,15.84," $47,298.00 ",33.6,"Bin A",1.43136376415899,47298,4
"820","CA4500314","SHASTA CO CSA # 13 ALPINE MEADOWS","SC",31,27,15.84," $47,298.00 ",33.6,"Bin A",1.43136376415899,47298,4
"821","CA3010094","TRABUCO CANYON WATER DISTRICT","C1",13659,4299,5.32," $149,976.23 ",33.56,"Bin C",3.63336744511701,149976.23,1
"822","CA1910158","STERLING MUTUAL WATER COMPANY","SC",548,196,52.52," $59,071.72 ",33.51,"Bin A",2.29225607135648,59071.72,4
"823","CA2010004","MADERA CO CMD19-PARKWOOD","SC",1637,496,57.58," $44,190.00 ",33.5,"Bin A",2.6954816764902,44190,4
"824","CA1000551","FCSA #43/RAISIN CITY","DAVCS",190,68,45.49," $42,714.00 ",33.5,"Bin A",1.83250891270624,42714,3
"825","CA1009120","RAU DAIRY","SC",75,43,45.49," $42,714.00 ",33.5,"Bin A",1.63346845557959,42714,4
"826","CA1000200","RUBYS VALLEY CARE HOME","SC",75,1,45.49," $42,714.00 ",33.5,"Bin A",0,42714,4
"827","CA1900636","EL RANCHO MOBILE HOME PARK","SC",215,76,28.64," $46,958.00 ",33.5,"Bin A",1.88081359228079,46958,4
"828","CA4200822","SANTA RITA WATER","SC",66,18,20.12," $85,875.00 ",33.5,"Bin A",1.25527250510331,85875,4
"829","CA1210007","DEL ORO WATER CO-FERNDALE","SC",1998,747,16.04," $50,594.00 ",33.5,"Bin A",2.8733206018154,50594,4
"830","CA1200518","RIVERSIDE CSD","SC",293,99,16.04," $50,594.00 ",33.5,"Bin A",1.99563519459755,50594,4
"831","CA1200718","WADDINGTON W.W.","SC",75,24,16.04," $50,594.00 ",33.5,"Bin A",1.38021124171161,50594,4
"832","CA2810013","BERRYESSA HIGHLANDS","SC",938,352,8.07," $67,759.00 ",33.5,"Bin A",2.54654266347813,67759,4
"833","CA2800526","BERRYESSA ESTATES (LBRID)","DAVCS",476,170,8.07," $67,759.00 ",33.5,"Bin A",2.23044892137827,67759,3
"834","CA2810014","SPANISH FLAT WATER DISTRICT","SC",230,96,8.07," $67,759.00 ",33.5,"Bin A",1.98227123303957,67759,4
"835","CA2810009","BERRYESSA PINES WATER SYSTEM","SC",261,78,8.07," $67,759.00 ",33.5,"Bin A",1.89209460269048,67759,4
"836","CA1910052","CAL/AM WATER COMPANY - BALDWIN HILLS","C1",20453,6198,28.67," $93,310.19 ",33.48,"Bin C",3.79225157190326,93310.19,1
"837","CA1910028","CRESCENTA VALLEY CWD","C1",33203,8004,19.52," $89,816.73 ",33.46,"Bin D",3.90330707996417,89816.73,1
"838","CA3205003","GOLD MOUNTAIN CSD","SC",100,41,11.46," $70,102.93 ",33.43,"Bin A",1.61278385671974,70102.93,4
"839","CA0310005","PINE GROVE COMM SERV DIST","DAVCS",846,388,21.62," $59,006.52 ",33.42,"Bin A",2.58883172559421,59006.52,3
"840","CA2410002","CITY OF DOS PALOS","C1",7452,2522,50.25," $42,289.42 ",33.41,"Bin B",3.40174508223706,42289.42,1
"841","CA2000551","MD 07 MARINA VIEW HEIGHTS","SC",200,83,27.64," $62,385.00 ",33.4,"Bin A",1.91907809237607,62385,4
"842","CA2000561","MD 08 NORTH FORK WATER SYSTEM","SC",264,67,27.64," $62,385.00 ",33.4,"Bin A",1.82607480270083,62385,4
"843","CA2000544","MADERA CO MD1-HIDDEN LAKE ESTATES","SC",162,49,27.64," $62,385.00 ",33.4,"Bin A",1.69019608002851,62385,4
"844","CA2000501","BASS LAKE ANNEX 3","SC",42,28,27.64," $62,385.00 ",33.4,"Bin A",1.44715803134222,62385,4
"845","CA2000534","LEISURE ACRES MUTUAL WATER COMPANY","SC",45,24,27.64," $62,385.00 ",33.4,"Bin A",1.38021124171161,62385,4
"846","CA2000647","JOHN HOVANNISIAN WATER SYSTEM","SC",80,19,27.64," $62,385.00 ",33.4,"Bin A",1.27875360095283,62385,4
"847","CA2710001","ALCO WATER SERVICE","C1",29875,9053,23.65," $59,274.22 ",33.36,"Bin D",3.95679252037049,59274.22,1
"848","CA3410026","CALIFORNIA STATE FAIR","SC",8524,488,36.64," $42,358.42 ",33.34,"Bin A",2.68841982200271,42358.42,4
"849","CA5510008","LAKE DON PEDRO CSD","DAVCL",3240,1461,17.27," $51,435.57 ",33.31,"Bin B",3.1646502159343,51435.57,2
"850","CA0410011","DEL ORO WATER CO.-PARADISE PINES","C1",10138,3072,14.69," $54,667.22 ",33.3,"Bin B",3.48742121135947,54667.22,1
"851","CA5602110","NAVALAIR MOBILE HOME PARK","SC",160,52,45.27," $66,781.00 ",33.3,"Bin A",1.7160033436348,66781,4
"852","CA5602109","GLENVIEW MOBILE PARK","SC",160,26,45.27," $66,781.00 ",33.3,"Bin A",1.41497334797082,66781,4
"853","CA1009039","PAPPAS & CO (MENDOTA)","SC",25,12,34.7," $53,333.00 ",33.3,"Bin A",1.07918124604762,53333,4
"854","CA3301943","PLANTATION ON THE LAKE PARK","SC",883,554,NA," $46,615.00 ",33.3,"Bin A",2.74350976472843,46615,4
"855","CA4300792","ABORN HEIGHTS WATER MUTUAL ASSOCIATION","SC",45,19,12.68," $189,921.95 ",33.3,"Bin A",1.27875360095283,189921.95,4
"856","CA0610002","CITY OF COLUSA","C1",5963,2201,31.33," $46,574.08 ",33.3,"Bin B",3.34262004255335,46574.08,1
"857","CA3610043","GOLDEN STATE WATER CO - BARSTOW","C1",31641,8926,45.5," $39,501.06 ",33.27,"Bin D",3.95065688250451,39501.06,1
"858","CA4900611","RAINS CREEK WATER DISTRICT","SC",208,63,19.52," $66,100.15 ",33.23,"Bin A",1.79934054945358,66100.15,4
"859","CA4100533","SKYLONDA MUTUAL","SC",420,154,7.33," $210,927.49 ",33.21,"Bin A",2.18752072083646,210927.49,4
"860","CA4900510","SOUTH CLOVERDALE WATER COMPANY","DAVCS",90,39,19.7," $65,656.06 ",33.21,"Bin A",1.5910646070265,65656.06,3
"861","CA0310012","AWA BUCKHORN PLANT","C1",8809,2729,20.69," $59,752.74 ",33.21,"Bin B",3.4360035356699,59752.74,1
"862","CA1000546","FCSA #49/ FIVE POINTS","DAVCS",134,46,43.94," $21,732.00 ",33.2,"Bin A",1.66275783168157,21732,3
"863","CA1009028","HARRIS FARMS SOUTH #101-144","SC",160,40,43.94," $21,732.00 ",33.2,"Bin A",1.60205999132796,21732,4
"864","CA1009147","FARMING D","SC",110,29,43.94," $21,732.00 ",33.2,"Bin A",1.46239799789896,21732,4
"865","CA1009222","TERRA LINDA FARMS","SC",40,9,43.94," $21,732.00 ",33.2,"Bin A",0.954242509439325,21732,4
"866","CA1700508","GLENHAVEN MUTUAL WATER COMPANY","SC",300,125,17.06," $44,137.00 ",33.2,"Bin A",2.09691001300806,44137,4
"867","CA1700657","WINDFLOWER POINT MUTUAL WATER COMPANY","SC",25,25,17.06," $44,137.00 ",33.2,"Bin A",1.39794000867204,44137,4
"868","CA1910025","LOS ANGELES CWWD 40, REG. 39-ROCK CREEK","SC",1317,347,16.38," $50,732.00 ",33.2,"Bin A",2.54032947479087,50732,4
"869","CA1900849","LLANO DEL RIO WATER COMPANY","SC",510,179,16.38," $50,732.00 ",33.2,"Bin A",2.25285303097989,50732,4
"870","CA1900158","LITTLE BALDY WATER","SC",55,36,16.38," $50,732.00 ",33.2,"Bin A",1.55630250076729,50732,4
"871","CA1900055","BLUE SKIES TRAILOR PARK","SC",40,20,16.38," $50,732.00 ",33.2,"Bin A",1.30102999566398,50732,4
"872","CA1510022","WEST KERN WATER DISTRICT","C1",22863,7537,36.72," $44,593.57 ",33.19,"Bin D",3.87719851527179,44593.57,1
"873","CA2810005","AMERICAN CANYON, CITY OF","C1",20315,5298,16.69," $94,634.36 ",33.19,"Bin C",3.72411195396121,94634.36,1
"874","CA3610013","LOMA LINDA, CITY OF","C1",23946,5479,37.31," $53,033.78 ",33.18,"Bin C",3.73870130043471,53033.78,1
"875","CA3710023","SANTA FE I.D.","C1",24509,6461,7.42," $116,770.45 ",33.18,"Bin D",3.81029974104017,116770.45,1
"876","CA1009023","BRITZ/COLUSA","SC",85,16,43.92," $21,794.63 ",33.17,"Bin A",1.20411998265592,21794.63,4
"877","CA1710001","CLEARLAKE OAKS COUNTY WATER DISTRICT","DAVCL",2359,2035,16.57," $38,182.57 ",33.16,"Bin B",3.30856441356124,38182.57,2
"878","CA1710003","HIGHLANDS MUTUAL WATER COMPANY","DAVCL",9494,2877,25.57," $29,628.70 ",33.16,"Bin B",3.45893986189033,29628.7,2
"879","CA1910125","PICO WD","C1",25284,5441,43.11," $61,574.68 ",33.12,"Bin C",3.7356787259059,61574.68,1
"880","CA1910249","WHITE FENCE FARMS MWC NO. 1","SC",1145,454,26.07," $66,604.08 ",33.12,"Bin A",2.6570558528571,66604.08,4
"881","CA1900523","WHITE FENCE FARMS MWC NO.3","SC",749,253,26.06," $66,633.43 ",33.11,"Bin A",2.40312052117582,66633.43,4
"882","CA1300018","GATEWAY","SC",1800,22,49.08," $50,725.00 ",33.1,"Bin A",1.34242268082221,50725,4
"883","CA1300572","VALLEY MOBILE HOME PARK","SC",70,22,49.08," $50,725.00 ",33.1,"Bin A",1.34242268082221,50725,4
"884","CA1502164","LLANAS CAMP FOUR WATER SYSTEM","DAVCS",54,55,46.91," $51,568.00 ",33.1,"Bin A",1.74036268949424,51568,3
"885","CA2701676","SAN LUCAS WD","SC",315,98,26.53," $49,327.00 ",33.1,"Bin A",1.99122607569249,49327,4
"886","CA1210012","RIO DELL, CITY OF","C1",3174,1233,21.77," $37,697.00 ",33.1,"Bin B",3.09096307659573,37697,1
"887","CA1210010","SCOTIA CSD","DAVCS",850,308,21.77," $37,697.00 ",33.1,"Bin A",2.48855071650044,37697,3
"888","CA1200544","REDCREST WATER WORKS","SC",100,35,21.77," $37,697.00 ",33.1,"Bin A",1.54406804435028,37697,4
"889","CA4200714","SAN AUGUSTINE MWC","SC",43,23,16.26," $77,197.00 ",33.1,"Bin A",1.36172783601759,77197,4
"890","CA4200678","SANTA ANITA MWC","SC",38,19,16.26," $77,197.00 ",33.1,"Bin A",1.27875360095283,77197,4
"891","CA4200733","MONTECITO SEA MEADOWS","SC",70,28,6.8," $127,381.00 ",33.1,"Bin A",1.44715803134222,127381,4
"892","CA4110024","CITY OF EAST PALO ALTO","C1",28000,3752,42.3," $79,312.86 ",33.09,"Bin C",3.57426282970703,79312.86,1
"893","CA1910127","COVINA-CITY, WATER DEPT.","C1",33300,8499,28.86," $65,337.80 ",33.07,"Bin D",3.9293678292401,65337.8,1
"894","CA4810021","CITY OF VALLEJO-LAKES SYSTEM","SC",2800,846,26.06," $70,167.73 ",33.04,"Bin A",2.92737036303902,70167.73,4
"895","CA2710022","CAL AM WATER COMPANY - HIDDEN HILLS","SC",1252,454,3.04," $118,116.18 ",33.01,"Bin A",2.6570558528571,118116.18,4
"896","CA5410014","TIPTON COMMUNITY SERVICES DIST","DAVCS",2543,599,44.87," $33,698.00 ",33,"Bin A",2.77742682238931,33698,3
"897","CA5410025","WOODVILLE PUBLIC UTILITY DIST","DAVCS",1673,467,44.87," $33,698.00 ",33,"Bin A",2.66931688056611,33698,3
"898","CA5400792","WOODVILLE FARM LABOR CENTER","DAVCS",690,177,44.87," $33,698.00 ",33,"Bin A",2.24797326636181,33698,3
"899","CA5010021","DENAIR COMMUNITY SERVICES DISTRICT","C1",5102,1646,30.45," $88,750.00 ",33,"Bin B",3.21642983087625,88750,1
"900","CA3610063","GOLDEN STATE WATER CO - MORONGO DEL SUR","C1",1746,809,23.37," $50,974.00 ",33,"Bin A",2.90794852161227,50974,1
"901","CA3600270","GOLDEN STATE WATER MORONGO DELNORTE","SC",870,174,23.37," $50,974.00 ",33,"Bin A",2.2405492482826,50974,4
"902","CA3600114","CSA 70 W-3 HACIENDA","SC",695,165,23.37," $50,974.00 ",33,"Bin A",2.21748394421391,50974,4
"903","CA3900714","SUNNYSIDE ESTATES WATER SYSTEM","SC",76,21,15.63," $68,513.00 ",33,"Bin A",1.32221929473392,68513,4
