PWSID,requested,responded,voluntary,tag,Service_Connections,Population,Fee_Code,Regulating_Agency,Water_System_Name,bill_freq,bill_freq_other,submetered_YN,expense_2019_Apr,expense_2019_May,expense_2019_Jun,expense_2019_Jul,expense_2019_Aug,expense_2019_Sep,expense_2019_Oct,expense_2019_Total,revenue_2019_Apr,revenue_2019_May,revenue_2019_Jun,revenue_2019_Jul,revenue_2019_Aug,revenue_2019_Sep,revenue_2019_Oct,revenue_2019_Total,expense_2020_Apr,expense_2020_May,expense_2020_Jun,expense_2020_Jul,expense_2020_Aug,expense_2020_Sep,expense_2020_Oct,expense_2020_Total,revenue_2020_Apr,revenue_2020_May,revenue_2020_Jun,revenue_2020_Jul,revenue_2020_Aug,revenue_2020_Sep,revenue_2020_Oct,revenue_2020_Total,comments_exp_rev,cash_reserve_restricted,cash_reserve_unrestricted,cash_reserve_total,months_before_assist,loans_YN,delinquent_num_acc,delinquent_amount_dollars,comments_cash_reserves,filename
CA1710006,n,NA,not.requested,Bin B,1796,4425,DAVCL,DISTRICT 03 - MENDOCINO,KONOCTI COUNTY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4810701,n,NA,not.requested,Bin B,1796,7190,C1,DISTRICT 04 - SAN FRANCISCO,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3410007,y,y,n,Bin B,1795,4520,C1,DISTRICT 09 - SACRAMENTO,DEL PASO MANOR COUNTY WATER DI,O,Metered accounts are monthly and Flatrate are billed bimonthly.,NA,88912,113811,508450,169880,58256,128293,66518,1134120,263225,222131,189230,222131,142350,221886,139947,1400900,47446,216502,648143,177029,72957,121934,63618,1387629,50503,221841,134165,221841,144171,221841,133127,1127489,NA,NA,1940983,1940983,F,N,131,30000,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT09-SACRAMENTO\Complete\Survey_DISTRICT09-CA3410007-DELPASOMANORCOUNTYWATERDI.xlsx
CA3910010,y,y,n,Bin B,1795,5924,C1,DISTRICT 10 - STOCKTON,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,M,NA,NA,21461,75900,NA,20821,84616,158414,78592,431222,724429,24207,22300,26918,31050,26203,44079,899186,68874,149249,86052,62095,97178,111077,73505,648030,739158,13653,30485,12793,29401,20674,15794,861958,"Question 1: NOTE:  In the month of June 2019, A budget adjustment ($ 8,582) was applied to the expenses creating an expense credit for the month of June 2019.
Question 2 and 4: San Joaquin County allocates the revenue that is collected through the tax rolls annual twice a year and the revenue collected by direct billing is collected on a monthly basis.",NA,5527308,5527308,F,N,0,0,"As far as can be determined, no adverse impacts to the Lincoln Village Maintenance District Water Service has been noted because of COVID-19.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT10-STOCKTON\Complete\Survey_DISTRICT10-CA3910010-SANJOAQUINCOUNTY-LINCOLNVILLAGE_COMPLETE.xlsx
CA1010006,n,NA,not.requested,Bin B,1784,5801,C1,DISTRICT 23 - FRESNO,CITY OF FOWLER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1510033,y,n,no.response,Bin B,1779,2520,C1,DISTRICT 19 - TEHACHAPI,CWS - KERNVILLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1510801,n,NA,not.requested,Bin B,1768,6514,C1,DISTRICT 12 - VISALIA,WASCO ST. PRISON RECEPTION CTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0310003,y,n,no.response,Bin B,1741,4943,C1,DISTRICT 10 - STOCKTON,"AWA, TANNER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0510009,n,NA,not.requested,Bin B,1714,4600,C1,DISTRICT 10 - STOCKTON,BLUE LAKE SPRINGS MUT WTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3410003,n,NA,not.requested,Bin B,1714,5154,C1,DISTRICT 09 - SACRAMENTO,GOLDEN STATE WATER CO - ARDEN WATER SERV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2410008,y,n,no.response,Bin B,1709,5640,C1,DISTRICT 11 - MERCED,CAL AM - MEADOWBROOK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610032,n,NA,not.requested,Bin B,1706,5183,C1,DISTRICT 13 - SAN BERNARDINO,"NEEDLES, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1010023,n,NA,not.requested,Bin B,1694,9780,C1,DISTRICT 23 - FRESNO,CITY OF ORANGE COVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3910800,n,NA,not.requested,Bin B,1688,2171,C1,DISTRICT 10 - STOCKTON,DEUEL VOCATIONAL INSTITUTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910103,y,y,n,Bin B,1686,5570,C1,DISTRICT 16 - CENTRAL,PALM RANCH IRRIGATION DIST.,BM,NA,NA,139082.76,71636.6,95634.59,281003.8,166906.58,127941.09,148221.14,NA,134025,93427.22,144435.76,105487.09,181599.03,119995.26,200398.23,NA,99615.72,92507.42,264444.18,98005.56,109284.65,117950.4,131048.88,NA,142501.12,92879.89,137766.54,98601.28,190989.18,117706.03,196325.66,NA,NA,NA,NA,1846066.88,F,N,202,63156.81,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT16-CENTRAL\Complete\Survey_DISTRICT16-CA1910103-PALMRANCHIRRIGATIONDIST-COMPLETE.xlsx
CA3210006,y,y,n,Bin B,1682,6000,C1,DISTRICT 02 - LASSEN,LAKE ALMANOR COUNTRY CLUB MWC,O,Bi-annually in April and October,NA,44676,108544,56371,52036,77071,41248,67414,447360,196507,274276,243482,232568,175613,127231,302668,1552345,47756,70633,57013,79397,106145,52843,119623,533410,112815,352297,298435,157713,174157,140977,211158,1447552,Revenue is rolling revenue carried over month to month,NA,1566982,1566982,F,N,23,3301,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT02-LASSEN\Complete\Survey_DISTRICT02-CA3210006-LAKEALMANORCOUNTRYCLUBMWC.xlsx
CA1910163,y,y,n,Bin B,1677,7775,C1,DISTRICT 16 - CENTRAL,VALENCIA HEIGHTS WATER CO.,M,NA,N,171321,380045,139105,184234,234971,312552,556758,NA,149131,228710,205229,256489,281249,317061,305692,NA,277963,411276,228416,293133,201792,345549,986947,NA,157707,175672,225264,432295,399309,818907,364949,NA,"June includes an SRF loan payment of $57,000, both years. Water system is not submetered and amounts are total monthly revenues.",1800000,1850000,3650000,F,N,130,9500,"Zip code data is an estimate, as this data is based on more than 30 days, however, SB 998 does not allow for shut off for a longer period. Our Restricted reserve fund can only be used for a Board determined emergency, installing treatment, or the purchase of water rights. We have not withdrawn from reserves for COVID.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT16-CENTRAL\Complete\Survey_DISTRICT16-CA1910163-VALENCIAHEIGHTSWATERCO-COMPLETE.xlsx
CA0510001,y,y,n,Bin B,1667,4300,DAVCL,DISTRICT 10 - STOCKTON,UNION PUBLIC UTILITY DISTRICT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,177918,NA,NA,NA,NA,NA,NA,NA,193491,NA,NA,NA,NA,NA,NA,NA,182272,NA,NA,NA,NA,NA,NA,NA,187648,"Answer to Question No. 9:  Additional comments                                                                                      Additional Costs to District:
•	Loss of 30 Hr Wk Employee to COVID leave & later filed UI Claim=
210 COVID Hrs Paid = $3,965; Plus Benefits Paid = $1,064; Plus UI Claim having to pay until UI can catchup on paperwork to review=  $2,535 (1/2 cost) = Bal so far of $7,564
•	Pmt of COVID Hrs Paid for FT Employee in Quarantine= 53 Hrs = $1,263
•	Cost of Late Fees Unable to Charge from March thru Oct 2020 = $13,750
•	Additional Delinquent Accounts due to being unable to charge late fees or shut off: Domestic/Commercial Accts = $6,772 & Irrigation= $2,188 - over 30 days delinquent
 
•	Cost of Time to HR for time spent on COVID HR Education & Research regarding policies, rules & constant updates on COVID . And cost of overtime for other employees covering for shortage of staff.
•	Cost of advertising and hiring process to replace employee.
•	Cost of Supplies for disinfection, masks and postings for COVID.",178822,1921153,2099975,E,N,97,25004,"Some unrestricted funds are earmarked for the water system improvements and repairs and about $600,666 are earmarked for SRF loan payoff.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT10-STOCKTON\Complete\Survey_DISTRICT10-CA0510001-UNIONPUBLICUTILITYDISTRICT_COMPLETE.xlsx
CA1910195,y,n,no.response,Bin B,1667,7706,C1,DISTRICT 15 - METROPOLITAN,GSWC - HOLLYDALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4110010,y,y,n,Bin B,1664,5289,C1,DISTRICT 17 - SANTA CLARA,MONTARA WATER AND SANITARY DISTRICT,BM,NA,NA,234680,154655,265613,66486,290287,203144,232626,1447491,645952,174882,333872,196388,249607,241385,196644,2038730,79286,217916,102688,116242,133445,135226,214306,999109,647034,253573,337543,403896,21131,463187,36691,2163055,NA,NA,1502681,1502681,E,N,103,44000,No late fee applied for delinquent accounts.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT17-SANTACLARA\Complete\Survey_DISTRICT17-CA4110010-MONTARAWATERANDSANITARYDISTRICT-COMPLETE.xlsx
CA3710750,y,n,no.response,Bin B,1663,5367,C1,DISTRICT 14 - SAN DIEGO,NAS NORTH ISLAND & NAB CORONADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5610008,y,y,n,Bin B,1659,5000,C1,DISTRICT 06 - SANTA BARBARA,PLEASANT VALLEY MUTUAL WATER CO,BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,420207.34,NA,NA,NA,NA,NA,NA,NA,1134896.93,NA,NA,NA,NA,NA,NA,NA,397149.8,NA,NA,NA,NA,NA,NA,NA,1336220.79,Questions 3 & 4:  No impact,NA,2.00E+05,2.00E+05,F,N,0,0,"Pleasant Valley MWC has been very fortunate not to have any delinquent accounts.  They do allow a 60-day period for customers to pay their water bills, which takes longer for their Accounting Department to process, as reminders have to go out to the customers, but it hasn't hurt too bad.  They are building a desalter, and the Board has added an assessment; 75% grant monies were received from the State, and they are picking up the other 25% through the assessment, and the assessment is tiered between condominiums, residential housing, and single family homes - but at a difference of only about $10 between the tiers.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA5610008-PLEASANTVALLEYMUTUALWATERCO_Complete.xlsx
CA1910108,y,y,n,Bin B,1658,4074,DAVCL,DISTRICT 15 - METROPOLITAN,CITY OF BELL GARDENS,BM,NA,NA,107842.17,57994.23,181063.9,7137.08,459093.86,176003.67,199374.99,1188509.9,44879.19,117363.54,49700.37,125610.04,36875.68,284120.35,75588.79,734137.96,99110.36,78445,545542.49,10036.56,391197.31,106582.68,119952,1350866.4,31161.73,121454.26,71733.13,93998.09,74882.08,114646.08,41948.53,549823.9,"For Expenditures we include all costs to the water funds and these costs are as follows: Personnel Services Admin, Personnel Services Operations, Contractual Services, Depreciation Expenses, Contributions to other funds and debt services. [staff engineer: please note the total expenses being much greater than the total revenues is correct and I was told this is typical for the City of Bell Gardens]",398699,NA,398699,B,N,0,0,The City of Bell Gardens told me that they do not have any deliquent accounts or household debt. There is only one zip code.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT15-METROPOLITAN\Complete\Survey_DISTRICT15-CA1910108-CITYOFBELLGARDENS-Complete.xlsx
CA2710012,y,n,no.response,Bin B,1652,8213,C1,DISTRICT 05 - MONTEREY,CWSC SALINAS HILLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310019,y,y,n,Bin B,1649,2500,C1,DISTRICT 20 - RIVERSIDE,IDYLLWILD WATER DISTRICT,M,NA,NA,93260,102300,143000,107235,115550,129432,142159,832936,115697,116530,195594,173116,136565,138332,121321,997155,142969,115227,96229,104060,105820,117611,125278,807194,102170,115405,134313,140663,165803,144071,139611,942036,NA,NA,NA,1700000,E,N,330,42000,"Response to Question No. 6 = 16 months (E)  The District is not allowed to collect revenues from delinquent accounts until April 2021, per Governor order.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT20-RIVERSIDE\Complete\Survey_DISTRICT20-CA3310019-IDYLLWILDWATERDISTRICT.xlsx
CA5010021,n,NA,not.requested,Bin B,1646,5102,C1,DISTRICT 10 - STOCKTON,DENAIR COMMUNITY SERVICES DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910147,n,NA,not.requested,Bin B,1643,6837,DAVCL,DISTRICT 22 - ANGELES,SATIVA-L.A. CWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1010005,n,NA,not.requested,Bin B,1642,7619,DAVCL,DISTRICT 23 - FRESNO,FIREBAUGH CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5310001,y,y,n,Bin B,1636,3600,DAVCL,DISTRICT 01 - KLAMATH,WEAVERVILLE C.S.D.,M,NA,NA,40350.43,56511.09,377183.86,101932.49,60933.75,46885.86,47928.17,731725.65,83881.09,55089.34,91894.63,91243.04,104798.99,114457.46,89877.15,631241.7,35785.04,42501.59,391851.41,104946.21,36894.19,54393.24,46634.41,713006.09,77616.53,75191.11,121930.09,99460.97,131556.639,138844.84,123752.47,768352.649,increase due to rate increase in january and drier year (people used more water).,NA,958851.27,958851.27,F,N,114,9688.01,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT01-KLAMATH\Complete\Survey_DISTRICT01-CA5310001-WEAVERVILLECSD.xlsx
CA3610009,y,n,no.response,Bin B,1631,3086,DAVCL,DISTRICT 13 - SAN BERNARDINO,BIGHORN - DESERT VIEW WATER AGENCY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1310007,n,y,y,Bin B,1627,6979,DAVCL,DISTRICT 14 - SAN DIEGO,HEBER PUBLIC UTILITY DISTRICT,M,NA,NA,132310,135097,114171,161424,195363,142066,161804,1042235,104121.02,111932.27,131068.65,121042.27,133614.64,132900.82,152347.26,887026.93,121443,141331,159721,154532,162662,152002,143321,1035012,116728.27,111114.01,132369.35,133219.69,150159.83,153210.38,146607.14,943408.67,NA,361720,455728,817448,A,N,24,100597.71,"Seeing a loss of revenue from fees. In the beginning of the pandemic, a  lot of staff were staying home (not work from home) to help stop the spread; however, they were still paid for that time even though there wasn't any production.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT14-SANDIEGO\Complete\Survey_DISTRICT14-CA1310007-HEBERPUBLICUTILITYDISTRICT (completed 11_19_2020).xlsx
CA1610700,n,NA,not.requested,Bin B,1625,12000,C1,DISTRICT 12 - VISALIA,LEMOORE NAVAL AIR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2410012,n,NA,not.requested,Bin B,1616,5197,DAVCL,DISTRICT 11 - MERCED,HILMAR COUNTY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710700,y,n,no.response,Bin B,1609,26355,C1,DISTRICT 08 - SANTA ANA,CAMP PENDLETON (NORTH),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3210004,n,NA,not.requested,Bin B,1594,4300,DAVCS,DISTRICT 02 - LASSEN,AMERICAN VALLEY CSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310048,y,y,n,Bin B,1586,4300,DAVCL,DISTRICT 20 - RIVERSIDE,COACHELLA VWD: I.D. NO. 8,M,NA,NA,99676.45132,93927.74306,152519.1271,103933.9179,104345.0537,98163.30628,104980.6282,757546.2276,80540.69658,102394.843,121880.9984,107413.6417,148854.2125,133260.4534,96715.34652,791060.192,78533.12123,87297.23288,115829.4973,97903.78716,102868.1687,110639.6305,96862.5914,689934.0292,56227.56768,90959.12635,140808.1942,128315.8735,136459.1224,129536.4464,106905.1139,789211.4444,Information is an estimate; as CVWD bills all customers same rate as its larger water system. For this calculation; CVWD divided revenue and expenses by dividing the total of number of service connections in all of its three water systems and multiplying by the number of service connections for this particular water system.,50015858,48499000,98514858,F,N,110,20273.62,Reserves: these are the total restricted and unrestricted reserves for the Domestic water fund as of 6/30/20.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT20-RIVERSIDE\Complete\Survey_DISTRICT20-CA3310048-COACHELLAVWDIDNO8.xlsx
CA1910189,n,NA,not.requested,Bin B,1582,8646,C1,DISTRICT 22 - ANGELES,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5410008,y,y,n,Bin B,1578,8770,DAVCL,DISTRICT 24 - TULARE,OROSI PUBLIC UTILITY DISTRICT,M,NA,NA,56670.89,62761.24,112735.73,91185.46,71890.84,68505.47,73540.76,537290.39,54831.33,62150.18,74333.04,153682.71,72755.44,81287.01,71847.94,570887.65,62541.41,70973.52,73036.86,62891.76,86409.8,28055.27,25054.6,408963.22,66604.62,55225.68,66087.88,74556.04,74623.97,78754.42,69259.26,485111.87,NA,1686193.15,NA,1686193.15,E,N,41,6000,"#6: We are in an approximate break even at this time.With expenses going up, without income besides services income and general other district income (or a rate increase, we expect to need help within 5 years).",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT24-TULARE\Complete\Survey_DISTRICT24-CA5410008-OROSIPUBLICUTILITYDISTRICT.xlsx
CA1710014,n,NA,not.requested,Bin B,1572,4360,DAVCL,DISTRICT 03 - MENDOCINO,MT. KONOCTI MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5510005,n,NA,not.requested,Bin B,1572,2226,DAVCL,DISTRICT 11 - MERCED,TWAIN HARTE COMMUNITY SERVICES DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0910015,n,NA,not.requested,Bin B,1566,1420,C1,DISTRICT 09 - SACRAMENTO,TAHOE KEYS WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910046,y,n,no.response,Bin B,1559,6543,C1,DISTRICT 07 - HOLLYWOOD,SUBURBAN WATER SYSTEMS-GLENDORA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2310009,n,NA,not.requested,Bin B,1554,3800,C1,DISTRICT 03 - MENDOCINO,BROOKTRAILS TOWNSHIP CSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5410021,y,y,n,Bin B,1545,8800,DAVCL,DISTRICT 24 - TULARE,EARLIMART PUD,M,NA,NA,100461.15,76285.16,87459.54,98716.31,89498.03,102121.1,97965.85,652507.14,67963.57,68922.87,73774.46,73006.43,75085.75,75000.18,72900.27,506653.53,107064.85,83415.92,68094.14,126308.51,88347.64,84585.99,93285.45,651102.5,59362.59,72163.41,70690.06,73898.62,70647.93,71515.27,65486.3,483764.18,april 2019: well went down or some expenses,NA,NA,NA,C,N,43,34204.4,#6: raising rates -looking into.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT24-TULARE\Complete\Survey_DISTRICT24-CA5410021-EARLIMARTPUD.xlsx
CA2310006,y,y,n,Bin B,1534,5500,C1,DISTRICT 03 - MENDOCINO,MILLVIEW COUNTY WATER DISTRICT,M,NA,N,86489.97,98637.2,636440.07,112120.64,116444.75,109322.41,94849.83,1249304.87,128276.81,159025.16,220515.66,164997.8,232721.86,207460,194168.39,1307165.68,196190.11,84545.77,128107.54,119703.42,104559.09,102924.18,100217.76,836247.87,138963.48,156831.08,200063.26,227592.37,211662.83,200385.17,175614.88,1311113.07,NA,NA,108493.04,108493.04,F,N,32,8080.83,#5: They do not have a reserve account set up for delinquent accounts.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT03-MENDOCINO\Complete\Survey_DISTRICT03-CA2310006-MILLVIEWCOUNTYWATERDISTRICT.xlsx
CA1310005,n,NA,not.requested,Bin B,1514,6032,C1,DISTRICT 14 - SAN DIEGO,"HOLTVILLE, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4010018,y,y,n,Bin B,1505,4415,C1,DISTRICT 06 - SANTA BARBARA,GOLDEN STATE WATER COMPANY - NIPOMO,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrick Karinja (DDW Staff) notes:
Instructed to hold off on contacting GSWC and Cal Water systems. Sean M is working with them to collect a single response.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA4010018-GOLDENSTATEWATERCOMPANY-NIPOMO_partial.xlsx
CA2810002,n,NA,not.requested,Bin B,1500,5610,DAVCL,DISTRICT 03 - MENDOCINO,"CALISTOGA, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
