"","Regulating Agency","Water System No.","Water System Name","Fed Type","State Type","DS Class","Max TP Class","Fee Code","Service Connections","Last SNSV","completed","PWSID","Population","tag"
"740","DISTRICT 05 - MONTEREY",2710016,"LITTLE BEAR WATER COMPANY","C","C","D2","TD","SC",705,2018-05-23,"n",NA,2327,NA
"741","DISTRICT 16 - CENTRAL",1910241,"MESA CREST WATER CO.","C","C","D2","There are no treatment plants","SC",704,2018-08-28,"n",NA,2500,NA
"742","DISTRICT 14 - SAN DIEGO",3710041,"MAJESTIC PINES COMMUNITY SD","C","C","D2","T2","SC",703,2017-10-25,"n",NA,1502,NA
"743","DISTRICT 01 - KLAMATH",1210002,"BLUE LAKE, CITY OF","C","C","D2","There are no treatment plants","SC",699,2018-10-17,"n",NA,1252,NA
"744","DISTRICT 23 - FRESNO",1010039,"CARUTHERS COMM SERV DIST","C","C","D2","There are no treatment plants","DAVCS",696,2019-06-11,"n",NA,2503,NA
"745","DISTRICT 17 - SANTA CLARA",4110020,"PALO ALTO PARK MUTUAL WATER COMPANY","C","C","D1","T1","DAVCS",692,2017-10-11,"n",NA,2500,NA
"746","DISTRICT 06 - SANTA BARBARA",5610003,"VENTURA CWWD NO. 17 - BELL CANYON","C","C","D2","There are no treatment plants","SC",692,2018-07-26,"n",NA,2049,NA
"747","DISTRICT 14 - SAN DIEGO",3710039,"PINE VALLEY MUTUAL WC","C","C","D2","T2","SC",691,2016-10-06,"n",NA,2500,NA
"748","DISTRICT 06 - SANTA BARBARA",4010003,"SAN MIGUELITO MWC","C","C","D2","T1","SC",688,2019-08-27,"y","CA4010003",1758,"Bin A"
"749","DISTRICT 01 - KLAMATH",1210011,"REDWAY C.S.D.","C","C","D2","T2","DAVCS",687,2018-05-22,"n",NA,1500,NA
"750","DISTRICT 11 - MERCED",5510003,"TUD - TUOLUMNE WATER SYSTEM","C","C","D2","T2","DAVCS",686,2018-11-15,"n",NA,1706,NA
"751","DISTRICT 11 - MERCED",5510015,"TUD - CEDAR RIDGE WATER SYSTEM","C","C","D2","T2","SC",676,2018-11-09,"n",NA,1660,NA
"752","DISTRICT 22 - ANGELES",1910010,"CALIFORNIA WATER SERVICE CO.-LANCASTER","C","C","D2","TD","SC",670,2018-06-07,"n",NA,4806,NA
"753","DISTRICT 09 - SACRAMENTO",5710009,"UC - DAVIS","C","C","D3","TD","SC",668,2020-05-12,"n",NA,48828,NA
"754","DISTRICT 11 - MERCED",2010801,"VALLEY STATE PRISON","C","C","D2","T2","SC",667,2017-11-21,"n",NA,3501,NA
"755","DISTRICT 02 - LASSEN",4510002,"MOUNTAIN GATE C.S.D.","C","C","D2","T2","DAVCS",666,2019-12-20,"n",NA,2227,NA
"756","DISTRICT 11 - MERCED",2010800,"CENTRAL CA WOMENS FACILITY","C","C","D2","T1","SC",656,2017-11-21,"n",NA,2817,NA
"757","DISTRICT 02 - LASSEN",3110029,"ALPINE SPRINGS COUNTY WATER DISTRICT","C","C","D1","TD","SC",656,2018-10-11,"n",NA,200,NA
"758","DISTRICT 11 - MERCED",2210001,"MARIPOSA PUBLIC UTILITY DIST","C","C","D2","T3","DAVCS",654,2018-10-24,"n",NA,2000,NA
"759","DISTRICT 11 - MERCED",2410018,"SANTA NELLA COUNTY WATER DISTRICT","C","C","D2","T3","SC",654,2018-08-02,"n",NA,1308,NA
"760","DISTRICT 06 - SANTA BARBARA",4010027,"NACIMIENTO WATER COMPANY","C","C","D2","T3","SC",653,2019-10-10,"y","CA4010027",1828,"Bin A"
"761","DISTRICT 06 - SANTA BARBARA",4010015,"MORRO ROCK MUTUAL WATER CO","C","C","D2","TD","SC",651,2019-02-13,"n",NA,2148,NA
"762","DISTRICT 03 - MENDOCINO",1710022,"LAKE COUNTY CSA 20 - SODA BAY","C","C","D2","T3","DAVCS",645,2017-12-19,"n",NA,2129,NA
"763","DISTRICT 11 - MERCED",5510002,"TUD - PONDEROSA","C","C","D2","T2","SC",639,2018-11-14,"n",NA,1653,NA
"764","DISTRICT 21 - VALLEY",1110002,"CAL-WATER SERVICE CO.-HAMILTON CITY","C","C","D2","TD","DAVCS",634,2019-12-10,"n",NA,2607,NA
"765","DISTRICT 01 - KLAMATH",810003,"BERTSCH OCEAN VIEW CSD","C","C","D2","There are no treatment plants","DAVCS",629,2020-01-16,"n",NA,1600,NA
"766","DISTRICT 20 - RIVERSIDE",3310004,"BOX SPRINGS MUTUAL WC","C","C","D2","T2","DAVCS",629,2020-01-22,"n",NA,2100,NA
"767","DISTRICT 07 - HOLLYWOOD",1910002,"AMARILLO MUTUAL WATER COMPANY","C","C","D2","TD","SC",627,2018-04-18,"y","CA1910002",3134,"Bin A"
"768","DISTRICT 02 - LASSEN",3110034,"CHRISTIAN VALLEY PARK CSD","C","C","D2","T3","SC",623,2018-08-16,"n",NA,1800,NA
"769","DISTRICT 03 - MENDOCINO",1710012,"COBB AREA COUNTY WATER DISTRICT","C","C","D2","T2","DAVCS",622,2020-08-21,"n",NA,2013,NA
"770","DISTRICT 02 - LASSEN",910012,"TAHOE CITY PUD - RUBICON","C","C","D1","TD","SC",621,2017-09-25,"n",NA,703,NA
"771","DISTRICT 06 - SANTA BARBARA",5610081,"CAL AMERICAN WC - LAS POSAS ESTATES","C","C","D2","There are no treatment plants","SC",621,2018-07-10,"y","CA5610081",2049,"Bin A"
"772","DISTRICT 01 - KLAMATH",1210022,"RESORT IMPROVEMENT DISTRICT #1","C","C","D2","Missing treatment classification in SDWIS","SC",620,2019-01-17,"y","CA1210022",1500,"Bin A"
"773","DISTRICT 06 - SANTA BARBARA",5610058,"CRESTVIEW MUTUAL WATER CO","C","C","D3","T1","SC",620,2018-12-13,"n",NA,2040,NA
"774","DISTRICT 05 - MONTEREY",2710013,"CWSC LAS LOMAS","C","C","D2","T2","SC",618,2017-04-03,"n",NA,3387,NA
"775","DISTRICT 09 - SACRAMENTO",910006,"GRIZZLY FLATS COMMUNITY SERVIC","C","C","D2","T3","DAVCS",615,2020-08-06,"n",NA,1300,NA
"776","DISTRICT 19 - TEHACHAPI",1510002,"BORON CSD","C","C","D2","There are no treatment plants","DAVCS",613,2018-11-09,"n",NA,2253,NA
"777","DISTRICT 10 - STOCKTON",3910019,"LINDEN COUNTY WATER DISTRICT","C","C","D2","TD","SC",613,2020-02-24,"n",NA,1784,NA
"778","DISTRICT 06 - SANTA BARBARA",4210002,"LOS ALAMOS COMMUNITY SERVICES DISTRICT","C","C","D2","T1","SC",613,2017-04-05,"n",NA,1800,NA
"779","DISTRICT 06 - SANTA BARBARA",5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME","C","C","D3","There are no treatment plants","SC",609,2018-12-20,"n",NA,3221,NA
"780","DISTRICT 13 - SAN BERNARDINO",3610048,"TERRACE WATER COMPANY","C","C","D2","TD","DAVCS",603,2018-03-30,"n",NA,2000,NA
"781","DISTRICT 12 - VISALIA",5410014,"TIPTON COMMUNITY SERVICES DIST","C","C","D2","Missing treatment classification in SDWIS","DAVCS",599,2019-09-11,"n",NA,2543,NA
"782","DISTRICT 12 - VISALIA",5410026,"POPLAR COMM SERVICE DIST","C","C","D2","TD","DAVCS",597,2017-06-20,"n",NA,2200,NA
"783","DISTRICT 10 - STOCKTON",5010039,"WESTERN HILLS WATER DISTRICT/DIABLO GRAN","C","C","D3","T3","C1",596,2019-10-16,"n",NA,2000,NA
"784","DISTRICT 05 - MONTEREY",4410001,"BIG BASIN WATER COMPANY","C","C","D3","T2","SC",593,2018-10-17,"n",NA,1650,NA
"785","DISTRICT 07 - HOLLYWOOD",1910035,"KINNELOA IRRIGATION DIST.","C","C","D3","TD","SC",587,2019-04-03,"n",NA,1937,NA
"786","DISTRICT 18 - SONOMA",2110005,"BOLINAS COMMUNITY PUD","C","C","D2","T2","SC",587,2017-05-23,"n",NA,2620,NA
"787","DISTRICT 06 - SANTA BARBARA",4010023,"GOLDEN STATE WATER COMPANY - EDNA","C","C","D2","T2","SC",586,2018-09-26,"n",NA,1301,NA
"788","DISTRICT 01 - KLAMATH",810002,"SMITH RIVER C.S.D.","C","C","D2","TD","DAVCS",582,2019-08-15,"n",NA,2568,NA
"789","DISTRICT 02 - LASSEN",3110012,"AGATE BAY WATER COMPANY","C","C","D2","T2","SC",582,2019-08-14,"n",NA,2500,NA
"790","DISTRICT 01 - KLAMATH",5310002,"TRINITY CO. W.W. DIST #1","C","C","D2","T3","DAVCS",580,2019-12-10,"y","CA5310002",1775,"Bin A"
"791","DISTRICT 11 - MERCED",5510851,"CDCR - SIERRA CONSERVATION CENTER","C","C","D2","T3","SC",578,2018-08-16,"n",NA,3885,NA
"792","DISTRICT 02 - LASSEN",3210001,"IVCSD-GREENVILLE","C","C","D2","T2","DAVCS",576,2019-11-18,"n",NA,1129,NA
"793","DISTRICT 10 - STOCKTON",510005,"CCWD - WEST POINT","C","C","D2","T3","SC",574,2019-04-11,"y","CA0510005",988,"Bin A"
"794","DISTRICT 06 - SANTA BARBARA",5610021,"WARRING WATER SERVICE INC","C","C","D2","TD","SC",562,2019-11-13,"n",NA,2100,NA
"795","DISTRICT 10 - STOCKTON",3910002,"SAN JOAQUIN COUNTY - COLONIAL HEIGHTS","C","C","D2","There are no treatment plants","SC",561,2018-06-19,"n",NA,1851,NA
"796","DISTRICT 02 - LASSEN",3110011,"TAHOE CITY PUD - MCKINNEY/QUAIL","C","C","D2","T2","SC",559,2017-09-25,"n",NA,844,NA
"797","DISTRICT 20 - RIVERSIDE",3301943,"PLANTATION ON THE LAKE PARK","C","C","D1","TD","SC",554,2017-08-16,"n",NA,883,NA
"798","DISTRICT 02 - LASSEN",3210011,"PLUMAS EUREKA CSD","C","C","D1","T2","SC",553,2019-09-25,"n",NA,1525,NA
"799","DISTRICT 01 - KLAMATH",1210020,"FIELDBROOK GLENDALE C.S.D.","C","C","D2","There are no treatment plants","SC",551,2019-12-17,"y","CA1210020",1848,"Bin A"
"800","DISTRICT 02 - LASSEN",3110035,"WEIMAR WATER COMPANY","C","C","D2","T3","SC",550,2018-03-28,"y","CA3110035",1500,"Bin A"
"801","DISTRICT 07 - HOLLYWOOD",1910246,"LAND PROJECTS MUTUAL WATER CO.","C","C","D2","TD","SC",542,2020-03-11,"n",NA,1500,NA
"802","DISTRICT 11 - MERCED",2010006,"MADERA CO SA3-PARKSDALE","C","C","D2","There are no treatment plants","SC",542,2018-08-29,"y","CA2010006",1789,"Bin A"
"803","DISTRICT 11 - MERCED",5510011,"COLD SPRINGS WATER CO","C","C","D1","T2","DAVCS",533,2018-11-13,"n",NA,201,NA
"804","DISTRICT 12 - VISALIA",5410024,"RICHGROVE COMMUNITY SERVICES DISTRICT","C","C","D2","TD","DAVCS",524,2019-09-23,"n",NA,1617,NA
"805","DISTRICT 10 - STOCKTON",310004,"PLYMOUTH, CITY OF","C","C","D2","There are no treatment plants","SC",520,2019-07-08,"n",NA,1060,NA
"806","DISTRICT 18 - SONOMA",4910003,"PENNGROVE WATER COMPANY (PUC)","C","C","D2","There are no treatment plants","SC",517,2017-01-03,"y","CA4910003",1706,"Bin A"
"807","DISTRICT 18 - SONOMA",2110001,"INVERNESS PUBLIC UTILITY DIST","C","C","D1","T2","SC",516,2017-07-07,"n",NA,1445,NA
"808","DISTRICT 06 - SANTA BARBARA",5610010,"CAL AMERICAN WC - RIO PLAZA","C","C","D2","TD","SC",516,2018-04-26,"n",NA,1716,NA
"809","DISTRICT 13 - SAN BERNARDINO",3610060,"BDVWA - GOAT MOUNTAIN ID","C","C","D2","TD","DAVCS",512,2020-01-14,"y","CA3610060",923,"Bin A"
"810","DISTRICT 19 - TEHACHAPI",1510056,"CWS - LOWER BODFISH WATER SYSTEM","C","C","D2","T3","SC",504,2018-08-28,"n",NA,348,NA
"811","DISTRICT 13 - SAN BERNARDINO",1410009,"INYO COUNTY PWD - LONE PINE","C","C","D2","TD","DAVCS",503,2017-10-10,"n",NA,2035,NA
"812","DISTRICT 06 - SANTA BARBARA",4010024,"SLO CWWD NO. 23 - SANTA MARGARITA","C","C","D2","T2","SC",503,2018-05-23,"n",NA,1259,NA
"813","DISTRICT 01 - KLAMATH",4710007,"MONTAGUE, CITY OF","C","C","D2","T3","DAVCS",503,2018-05-03,"n",NA,1495,NA
"814","DISTRICT 12 - VISALIA",1610007,"HOME GARDEN CSD","C","C","D2","T2","SC",502,2020-07-02,"n",NA,1750,NA
"815","DISTRICT 02 - LASSEN",3210010,"HAMILTON BRANCH CSD","C","C","D2","TD","SC",502,2019-09-09,"n",NA,1624,NA
"816","DISTRICT 14 - SAN DIEGO",1310008,"WESTMORLAND, CITY OF","C","C","D2","T3","SC",501,2013-12-06,"n",NA,2444,NA
"817","DISTRICT 13 - SAN BERNARDINO",1410007,"HIGHLAND MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",500,2017-11-21,"n",NA,1400,NA
"818","DISTRICT 02 - LASSEN",3210007,"WEST ALMANOR M.W.C.","C","C","D1","There are no treatment plants","SC",500,2019-09-09,"n",NA,500,NA
"819","DISTRICT 15 - METROPOLITAN",1910244,"GREEN VALLEY CWD","C","C","D2","T1","SC",499,2020-02-19,"n",NA,1190,NA
"820","DISTRICT 11 - MERCED",2010004,"MADERA CO CMD19-PARKWOOD","C","C","D2","T1","SC",496,2018-08-29,"n",NA,1637,NA
"821","DISTRICT 03 - MENDOCINO",1710018,"LAKE COUNTY CSA 2 - SPRING VALLEY","C","C","D2","T2","DAVCS",495,2018-03-29,"n",NA,995,NA
"822","DISTRICT 13 - SAN BERNARDINO",3610117,"DEVORE WC","C","C","D2","TD","SC",495,2018-10-25,"n",NA,1633,NA
"823","DISTRICT 05 - MONTEREY",4410008,"MT. HERMON ASSOCIATION, INC.","C","C","D2","TD","SC",494,2019-03-25,"y","CA4410008",2400,"Bin A"
"824","DISTRICT 13 - SAN BERNARDINO",3610021,"FALLSVALE SERVICE COMPANY","C","C","D1","TD","SC",492,2018-10-04,"n",NA,995,NA
"825","DISTRICT 10 - STOCKTON",210001,"LAKE ALPINE WATER COMPANY","C","C","D2","T2","SC",488,2020-07-29,"n",NA,625,NA
"826","DISTRICT 09 - SACRAMENTO",3410026,"CALIFORNIA STATE FAIR","C","C","D1","TD","SC",488,2019-09-30,"n",NA,8524,NA
"827","DISTRICT 11 - MERCED",5510023,"SONORA MEADOWS MUTUAL WTR CO","C","C","D2","TD","SC",488,2018-07-26,"n",NA,1123,NA
"828","DISTRICT 07 - HOLLYWOOD",1910200,"SUBURBAN WATER SYSTEMS-COVINA KNOLLS","C","C","D1","There are no treatment plants","SC",485,2019-04-11,"n",NA,2010,NA
"829","DISTRICT 11 - MERCED",2010016,"RIVERSTONE/ROOTCREEK WATER DISTRICT","C","C","D2","TD","SC",483,2019-09-26,"n",NA,1478,NA
"830","DISTRICT 02 - LASSEN",4510008,"FALL RIVER VALLEY CSD","C","C","D2","There are no treatment plants","DAVCS",480,2018-04-19,"n",NA,1584,NA
"831","DISTRICT 02 - LASSEN",4510013,"SHASTA C.S.D.","C","C","D2","T3","DAVCS",480,2019-12-20,"y","CA4510013",1584,"Bin A"
"832","DISTRICT 21 - VALLEY",410003,"DURHAM IRRIGATION DISTRICT","C","C","D2","TD","SC",477,2017-05-16,"n",NA,1561,NA
"833","DISTRICT 09 - SACRAMENTO",3410012,"CALAM - ISLETON","C","C","D1","T2","SC",476,2020-03-12,"n",NA,1571,NA
"834","DISTRICT 10 - STOCKTON",5000433,"OID-OAKDALE RURAL WATER SYSTEM #1","C","C","D2","There are no treatment plants","SC",476,2019-01-14,"n",NA,1319,NA
"835","DISTRICT 11 - MERCED",2010011,"MADERA CO SA1-INDIAN LAKES","C","C","D2","T1","SC",473,2018-08-29,"n",NA,1562,NA
"836","DISTRICT 11 - MERCED",2410011,"LE GRAND COMM SERVICES DIST","C","C","D2","TD","SC",471,2018-05-16,"n",NA,1700,NA
"837","DISTRICT 12 - VISALIA",5410012,"STRATHMORE PUBLIC UTIL DIST","C","C","D2","T3","DAVCS",471,2020-01-07,"n",NA,2150,NA
"838","DISTRICT 23 - FRESNO",1010020,"LATON COMMUNITY SERVICES DISTRICT","C","C","D2","There are no treatment plants","DAVCS",470,2018-05-08,"n",NA,1824,NA
"839","DISTRICT 16 - CENTRAL",1910081,"LYNWOOD PARK MUTUAL WATER CO.","C","C","D1","T1","SC",470,2018-06-27,"y","CA1910081",2300,"Bin A"
"840","DISTRICT 12 - VISALIA",5410025,"WOODVILLE PUBLIC UTILITY DIST","C","C","D2","TD","DAVCS",467,2018-11-15,"n",NA,1673,NA
"841","DISTRICT 12 - VISALIA",1010042,"MALAGA COUNTY WATER DISTRICT","C","C","D2","There are no treatment plants","DAVCS",462,2020-04-24,"n",NA,5979,NA
"842","DISTRICT 02 - LASSEN",4510004,"SHASTA CSA - JONES VALLEY, #6","C","C","D2","T3","DAVCS",459,2017-10-11,"n",NA,1119,NA
"843","DISTRICT 03 - MENDOCINO",1710011,"BUCKINGHAM PARK WATER DISTRICT","C","C","D2","T3","SC",457,2019-12-02,"n",NA,1501,NA
"844","DISTRICT 05 - MONTEREY",2710020,"PAJARO COMMUNITY SERVICES DISTRICT","C","C","D2","TD","SC",457,2019-02-11,"y","CA2710020",6500,"Bin A"
"845","DISTRICT 22 - ANGELES",1910249,"WHITE FENCE FARMS MWC NO. 1","C","C","D2","T2","SC",454,2019-07-26,"y","CA1910249",1145,"Bin A"
"846","DISTRICT 05 - MONTEREY",2710022,"CAL AM WATER COMPANY - HIDDEN HILLS","C","C","D2","T2","SC",454,2020-03-05,"n",NA,1252,NA
"847","DISTRICT 01 - KLAMATH",4710012,"HAPPY CAMP C.S.D.","C","C","D2","T2","DAVCS",453,2018-09-20,"n",NA,1100,NA
"848","DISTRICT 06 - SANTA BARBARA",4210021,"GOLDEN STATE WATER COMPANY - TANGLEWOOD","C","C","D2","TD","SC",451,2018-09-26,"n",NA,1958,NA
"849","DISTRICT 14 - SAN DIEGO",1310013,"SEELEY CWD","C","C","D2","T3","DAVCS",449,2018-10-05,"y","CA1310013",2124,"Bin A"
"850","DISTRICT 03 - MENDOCINO",1710013,"CALLAYOMI COUNTY WATER DISTRICT","C","C","D2","T2","DAVCS",449,2018-01-24,"n",NA,1317,NA
"851","DISTRICT 10 - STOCKTON",510012,"CAMANCHE SOUTH SHORE-EBMUD","C","C","D2","T2","SC",448,2018-12-14,"n",NA,180,NA
"852","DISTRICT 02 - LASSEN",3110018,"TAHOE PARK WATER COMPANY","C","C","D1","There are no treatment plants","SC",445,2017-09-26,"n",NA,750,NA
"853","DISTRICT 01 - KLAMATH",1210008,"GARBERVILLE SANITARY DISTRICT","C","C","D2","T2","DAVCS",442,2019-01-15,"n",NA,1500,NA
"854","DISTRICT 12 - VISALIA",1510011,"BUTTONWILLOW CWD","C","C","D2","TD","DAVCS",439,2018-05-24,"n",NA,1508,NA
"855","DISTRICT 02 - LASSEN",3110041,"MIDWAY HEIGHTS C. W. D.","C","C","D2","There are no treatment plants","SC",438,2018-08-15,"y","CA3110041",1080,"Bin A"
"856","DISTRICT 12 - VISALIA",1510046,"LOST HILLS UTILITY DISTRICT","C","C","D2","T2","SC",437,2018-12-07,"y","CA1510046",2412,"Bin A"
"857","DISTRICT 01 - KLAMATH",4710010,"TULELAKE, CITY OF","C","C","D2","TD","DAVCS",437,2018-07-26,"n",NA,1000,NA
"858","DISTRICT 01 - KLAMATH",1210019,"HYDESVILLE CO. W.D.","C","C","D2","TD","DAVCS",428,2018-03-28,"n",NA,1409,NA
"859","DISTRICT 22 - ANGELES",1910243,"CALIFORNIA WATER SERVICE CO-LEONA VALLEY","C","C","D2","T2","SC",426,2018-06-07,"n",NA,1244,NA
"860","DISTRICT 19 - TEHACHAPI",1510042,"MOUNTAIN MESA WC","C","C","D2","T2","SC",422,2018-01-09,"n",NA,777,NA
"861","DISTRICT 13 - SAN BERNARDINO",3610030,"MARIANA RANCHOS CWD","C","C","D2","There are no treatment plants","SC",420,2018-03-01,"y","CA3610030",1386,"Bin A"
"862","DISTRICT 01 - KLAMATH",4710001,"DORRIS, CITY OF","C","C","D1","TD","DAVCS",420,2020-04-23,"n",NA,887,NA
"863","DISTRICT 13 - SAN BERNARDINO",3610701,"USMC NEBO (BARSTOW)","C","C","D2","TD","SC",419,2018-03-07,"n",NA,1538,NA
"864","DISTRICT 05 - MONTEREY",2710021,"CAL AM WATER COMPANY - TORO","C","C","D2","T2","SC",418,2019-10-15,"n",NA,1148,NA
"865","DISTRICT 03 - MENDOCINO",2310011,"LAYTONVILLE COUNTY WATER DISTRICT","C","C","D2","T2","SC",413,2017-02-15,"n",NA,1320,NA
"866","DISTRICT 04 - SAN FRANCISCO",110016,"ALAMEDA POINT","C","C","D1","There are no treatment plants","SC",412,2019-09-17,"n",NA,1500,NA
"867","DISTRICT 01 - KLAMATH",4710004,"ETNA, CITY OF","C","C","D1","T2","DAVCS",410,2019-05-16,"n",NA,720,NA
"868","DISTRICT 03 - MENDOCINO",1710009,"UPPER LAKE COUNTY WATER DISTRICT","C","C","D2","TD","DAVCS",407,2020-06-09,"n",NA,989,NA
"869","DISTRICT 05 - MONTEREY",2710006,"CAL AM WATER COMPANY - AMBLER PARK","C","C","D2","T2","SC",402,2019-10-15,"n",NA,1114,NA
"870","DISTRICT 19 - TEHACHAPI",1510023,"LAKE OF THE WOODS MWC","C","C","D1","T2","DAVCS",401,2017-05-17,"n",NA,1103,NA
"871","DISTRICT 10 - STOCKTON",5010029,"CITY OF MODESTO - HILLCREST (DEL RIO)","C","C","D1","T2","SC",401,2019-08-07,"n",NA,1274,NA
"872","DISTRICT 02 - LASSEN",4510009,"SHASTA FOREST VILLAGE M.W.C.","C","C","D1","There are no treatment plants","SC",399,2018-07-02,"y","CA4510009",750,"Bin A"
"873","DISTRICT 21 - VALLEY",5210002,"GERBER LAS FLORES CSD","C","C","D2","TD","SC",399,2018-11-14,"n",NA,1200,NA
"874","DISTRICT 04 - SAN FRANCISCO",4810013,"RURAL NORTH VACAVILLE WATER DISTRICT","C","C","D1","TD","SC",398,2017-04-17,"y","CA4810013",1130,"Bin A"
"875","DISTRICT 21 - VALLEY",610003,"MAXWELL PUBLIC UTILITY DISTRICT","C","C","D2","TD","SC",397,2020-05-15,"n",NA,1317,NA
"876","DISTRICT 12 - VISALIA",5410050,"ALPAUGH COMMUNITY SERVICES DISTRICT","C","C","D2","T3","DAVCS",394,2020-05-15,"n",NA,1026,NA
"877","DISTRICT 12 - VISALIA",5400665,"DEL ORO RIVER ISLAND SERV TERR #1","C","C","D1","There are no treatment plants","SC",390,2018-12-05,"y","CA5400665",1287,"Bin A"
"878","DISTRICT 11 - MERCED",5510004,"PINECREST PERMITTEES ASSN","C","C","D2","T2","SC",390,2018-09-14,"y","CA5510004",1253,"Bin A"
"879","DISTRICT 11 - MERCED",5510007,"DEL ORO WATER COMPANY - STRAWBERRY DIV.","C","C","D2","T2","SC",389,2018-09-14,"n",NA,1283,NA
"880","DISTRICT 10 - STOCKTON",310005,"PINE GROVE COMM SERV DIST","C","C","D1","There are no treatment plants","DAVCS",388,2019-03-14,"n",NA,846,NA
"881","DISTRICT 23 - FRESNO",1010013,"HUME LAKE CHRISTIAN CAMPS, INC","C","C","D2","T2","SC",388,2016-02-04,"n",NA,2657,NA
"882","DISTRICT 14 - SAN DIEGO",1310700,"NAF EL CENTRO","C","C","D2","T3","SC",386,2013-12-03,"n",NA,1022,NA
"883","DISTRICT 05 - MONTEREY",2701882,"CAL AM WATER COMPANY - BISHOP","C","C","D1","T1","SC",386,2020-03-05,"n",NA,955,NA
"884","DISTRICT 02 - LASSEN",3110042,"TAHOE SWISS VILLAGE UTILITY","C","C","D2","TD","SC",386,2017-09-25,"n",NA,300,NA
"885","DISTRICT 10 - STOCKTON",3910018,"SAN JOAQUIN RIVER CLUB INC","C","C","D1","TD","DAVCS",385,2019-01-24,"n",NA,600,NA
"886","DISTRICT 13 - SAN BERNARDINO",2610004,"JUNE LAKE PUD - DOWN CANYON","C","C","D1","T2","DAVCS",380,2015-07-16,"n",NA,2810,NA
"887","DISTRICT 03 - MENDOCINO",2810001,"HOWELL MOUNTAIN MUTUAL WATER COMPANY","C","C","D2","T3","SC",380,2017-07-20,"n",NA,2070,NA
"888","DISTRICT 06 - SANTA BARBARA",4000222,"AVILA BEACH COMMUNITY SERVICES DISTRICT","C","C","D1","There are no treatment plants","SC",371,2018-12-14,"n",NA,1627,NA
"889","DISTRICT 12 - VISALIA",5410011,"SPRINGVILLE PUD","C","C","D2","T2","DAVCS",369,2017-06-02,"n",NA,1500,NA
"890","DISTRICT 01 - KLAMATH",4710003,"FORT JONES, TOWN OF","C","C","D1","There are no treatment plants","DAVCS",366,2018-02-23,"n",NA,675,NA
"891","DISTRICT 05 - MONTEREY",3500505,"THOUSAND TRAILS SAN BENITO PRESERVE","C","C","D1","TD","SC",365,2019-08-23,"n",NA,1025,NA
"892","DISTRICT 12 - VISALIA",1610006,"STRATFORD PUD","C","C","D2","TD","DAVCS",364,2018-11-13,"y","CA1610006",1301,"Bin A"
"893","DISTRICT 14 - SAN DIEGO",3710012,"RANCHO PAUMA MUTUAL WC","C","C","D1","T2","SC",364,2019-12-19,"n",NA,899,NA
"894","DISTRICT 06 - SANTA BARBARA",5610029,"VINEYARD AVENUE ACRES MWC","C","C","D2","TD","SC",364,2018-12-03,"n",NA,1820,NA
"895","DISTRICT 01 - KLAMATH",1210017,"MANILA COMMUNITY SERVICES DIST.","C","C","D1","There are no treatment plants","DAVCS",357,2018-07-03,"y","CA1210017",750,"Bin A"
"896","DISTRICT 12 - VISALIA",1610009,"KETTLEMAN CITY CSD","C","C","D1","T3","DAVCS",354,2018-11-20,"n",NA,1450,NA
"897","DISTRICT 18 - SONOMA",4910029,"CAMP MEEKER WATER SYSTEM","C","C","D1","T1","SC",354,2019-05-22,"n",NA,1168,NA
"898","DISTRICT 11 - MERCED",5510026,"PHOENIX LAKE ESTATES CC MWC","C","C","D1","There are no treatment plants","SC",353,2018-11-08,"n",NA,988,NA
"899","DISTRICT 03 - MENDOCINO",2810013,"BERRYESSA HIGHLANDS","C","C","D1","T3","SC",352,2020-06-03,"n",NA,938,NA
"900","DISTRICT 09 - SACRAMENTO",2910016,"DONNER SUMMIT PUBLIC UTILITY DISTRICT","C","C","D1","T2","SC",352,2020-07-01,"n",NA,310,NA
"901","DISTRICT 10 - STOCKTON",3901348,"FAIROAKS PWS #44","C","C","D2","TD","SC",352,2018-06-19,"n",NA,1162,NA
"902","DISTRICT 21 - VALLEY",5210003,"LOS MOLINOS COMM. SERVICES DIST.","C","C","D2","TD","SC",352,2018-10-30,"n",NA,1500,NA
"903","DISTRICT 09 - SACRAMENTO",5710011,"WILD WINGS GOLF COMMUNITY","C","C","D2","T1","SC",352,2018-12-21,"n",NA,1115,NA
"904","DISTRICT 02 - LASSEN",3200104,"GRIZZLY LAKE CSD-DELLEKER","C","C","D1","There are no treatment plants","DAVCS",350,2018-05-21,"n",NA,657,NA
"905","DISTRICT 23 - FRESNO",1010030,"TRANQUILLITY IRRIGATION DISTRICT","C","C","D2","T1","SC",348,2019-03-21,"n",NA,897,NA
"906","DISTRICT 17 - SANTA CLARA",4110019,"O'CONNOR TRACT CO-OPERATIVE WATER CO.","C","C","D1","There are no treatment plants","SC",348,2019-07-11,"n",NA,3128,NA
"907","DISTRICT 16 - CENTRAL",1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK","C","C","D1","T1","SC",347,2018-10-01,"n",NA,1317,NA
"908","DISTRICT 11 - MERCED",5510016,"SIERRA PARK WATER COMPANY, INC.","C","C","D1","There are no treatment plants","DAVCS",345,2017-11-14,"n",NA,300,NA
