Regulating Agency,Water System No.,Water System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,Service Connections,Population,Last SNSV
DISTRICT 18 - SONOMA,4910026,ODD FELLOWS RECREATION CLUB,C,C,D1,TD,SC,268,309,6/23/2016
DISTRICT 14 - SAN DIEGO,3710707,USN SAN CLEMENTE ISLAND,C,C,D2,T1,SC,267,670,12/16/2015
DISTRICT 04 - SAN FRANCISCO,3810702,TREASURE ISLAND,C,C,D2,There are no treatment plants,SC,267,2400,5/17/2017
DISTRICT 02 - LASSEN,3110024,PLACER CWA - ALTA,C,C,D1,T3,SC,266,875,6/17/2019
DISTRICT 19 - TEHACHAPI,1510036,INYOKERN CSD,C,C,D1,TD,SC,265,805,5/5/2020
DISTRICT 10 - STOCKTON,510010,VALLEY SPRINGS PUD,C,C,D1,TD,DAVCS,263,900,10/25/2019
DISTRICT 05 - MONTEREY,2700773,SUNNY MESA WATER SYSTEM,C,C,D1,TD,SC,263,880,2/11/2019
DISTRICT 02 - LASSEN,1810004,LEAVITT LAKE CSD,C,C,D1,TD,DAVCS,259,950,6/19/2018
DISTRICT 13 - SAN BERNARDINO,2610003,BRIDGEPORT PUD,C,C,D1,TD,DAVCS,258,851,8/2/2016
DISTRICT 11 - MERCED,2000832,SKP PARK OF THE SIERRAS INC,C,C,D1,There are no treatment plants,DAVCS,256,450,9/4/2020
DISTRICT 10 - STOCKTON,3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,C,C,D1,TD,SC,256,845,6/19/2018
DISTRICT 09 - SACRAMENTO,2910011,PLAVADA COMMUNITY ASSOCIATION,C,C,D1,T2,SC,255,359,8/18/2020
DISTRICT 06 - SANTA BARBARA,4210009,CUYAMA COMMUNITY SERVICES DISTRICT,C,C,D1,T2,DAVCS,254,763,5/10/2019
DISTRICT 22 - ANGELES,1900523,WHITE FENCE FARMS MWC NO.3,C,C,D1,TD,SC,253,749,11/22/2019
DISTRICT 02 - LASSEN,3110022,MCKINNEY WATER DISTRICT,C,C,D1,There are no treatment plants,SC,253,853,10/11/2018
DISTRICT 20 - RIVERSIDE,3310078,WEST PALM SPRINGS VILLAGE,C,C,D1,T2,DAVCS,253,471,12/14/2017
DISTRICT 01 - KLAMATH,5310003,TRINITY CENTER M.W.C. .,C,C,D1,T2,SC,252,729,11/22/2019
DISTRICT 23 - FRESNO,1010051,FCWWD #18/FRIANT,C,C,D1,T2,SC,251,772,11/21/2019
DISTRICT 19 - TEHACHAPI,1510027,DESERT LAKE COMM SERV DIST,C,C,D1,There are no treatment plants,DAVCS,251,1036,9/13/2018
DISTRICT 18 - SONOMA,2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),C,C,D1,T3,SC,251,210,7/25/2019
DISTRICT 13 - SAN BERNARDINO,3600222,JUNIPER RIVIERA CWD,C,C,D1,TD,SC,250,441,12/3/2013
DISTRICT 24 - TULARE,5400824,SULTANA CSD,C,C,D1,TD,DAVCS,249,775,1/17/2020
DISTRICT 12 - VISALIA,1510004,"CASA LOMA WATER CO, INC.",C,C,D1,There are no treatment plants,SC,248,900,10/18/2019
DISTRICT 20 - RIVERSIDE,3301775,HIGH VALLEYS WATER DISTRICT,C,C,D1,There are no treatment plants,DAVCS,248,735,10/8/2019
DISTRICT 18 - SONOMA,4900871,DE ANZA MOON VALLEY WATER COMPANY,C,C,D1,TD,SC,247,691,6/30/2016
DISTRICT 03 - MENDOCINO,1700568,HARBOR VIEW MUTUAL WATER COMPANY,C,C,D1,T3,DAVCS,246,550,4/5/2016
DISTRICT 16 - CENTRAL,1910075,LOS ANGELES CWWD 21-KAGEL CANYON,C,C,D1,There are no treatment plants,SC,245,547,10/16/2018
DISTRICT 11 - MERCED,5510028,TUD-APPLE VALLEY ESTATES,C,C,D1,T1,SC,245,321,11/9/2018
DISTRICT 06 - SANTA BARBARA,5610006,YERBA BUENA WATER COMPANY,C,C,D1,TD,SC,245,690,12/18/2019
DISTRICT 20 - RIVERSIDE,3301879,SHARONDALE MESA HOA,C,C,D1,TD,SC,243,330,9/25/2017
DISTRICT 14 - SAN DIEGO,3710011,JACUMBA COMMUNITY SD,C,C,D1,T1,DAVCS,241,560,1/15/2019
DISTRICT 05 - MONTEREY,3510006,MISSION OAKS MOBILE HOME PARK,C,C,D1,TD,SC,238,550,1/24/2020
DISTRICT 21 - VALLEY,405001,DEL ORO WATER CO.-LIME SADDLE MARINA,C,C,D2,T2,SC,237,749,12/11/2019
DISTRICT 15 - METROPOLITAN,1900803,EL DORADO MUTUAL WATER CO.,C,C,D1,T2,SC,237,660,12/13/2017
DISTRICT 18 - SONOMA,4910022,CANON MANOR WATER SYSTEM,C,C,D1,T1,SC,237,782,9/7/2017
DISTRICT 14 - SAN DIEGO,3700905,PINE HILLS MUTUAL WATER COMPANY,C,C,D1,T2,SC,236,760,7/17/2018
DISTRICT 11 - MERCED,2210503,YOSEMITE NPS-YOSEMITE VALLEY,C,C,D1,TD,SC,235,1000,10/23/2019
DISTRICT 11 - MERCED,2210515,YOSEMITE NPS-EL PORTAL,C,C,D1,TD,SC,235,635,10/23/2019
DISTRICT 19 - TEHACHAPI,1500406,TRADEWIND WATER ASSOC.,C,C,D1,TD,SC,234,632,6/20/2018
DISTRICT 06 - SANTA BARBARA,5601201,LIMONEIRA RANCH #1,C,C,D2,There are no treatment plants,SC,232,820,5/21/2019
DISTRICT 04 - SAN FRANCISCO,3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,C,C,D4,Missing treatment classification in SDWIS,WH,231,600,4/26/2018
DISTRICT 02 - LASSEN,4610002,DOWNIEVILLE PUBLIC U.D.,C,C,D1,T2,DAVCS,230,282,8/15/2019
DISTRICT 18 - SONOMA,4900600,RINCON VALLEY MOBILE ESTATES,C,C,D1,TD,SC,230,460,3/21/2013
DISTRICT 10 - STOCKTON,5010007,HILLSVIEW HOMES,C,C,D2,TD,DAVCS,230,887,9/20/2018
DISTRICT 23 - FRESNO,1010052,SIERRA CEDARS CSD,C,C,D1,T1,SC,229,850,7/29/2019
DISTRICT 18 - SONOMA,2110350,NPS GGNRA,C,C,D1,There are no treatment plants,SC,227,18447,7/26/2018
DISTRICT 03 - MENDOCINO,2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,C,C,D1,T1,SC,227,860,3/11/2019
DISTRICT 14 - SAN DIEGO,3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,C,C,D2,T3,SC,227,400,7/18/2018
DISTRICT 01 - KLAMATH,1210024,WESTHAVEN C.S.D.,C,C,D1,T2,DAVCS,226,490,10/4/2017
DISTRICT 03 - MENDOCINO,2310013,POINT ARENA WATER WORKS,C,C,D1,TD,SC,226,708,8/29/2019
DISTRICT 02 - LASSEN,3110031,WARD WELL WATER COMPANY,C,C,D1,There are no treatment plants,SC,226,375,6/13/2018
DISTRICT 19 - TEHACHAPI,1500209,ALTA SIERRA MUTUAL WATER CO.,C,C,D1,TD,SC,224,143,6/2/2020
DISTRICT 13 - SAN BERNARDINO,3610017,HAVASU WC,C,C,D1,T2,SC,224,361,1/25/2018
DISTRICT 06 - SANTA BARBARA,5601117,SENIOR CANYON MUTUAL WATER CO,C,C,D1,T2,SC,224,800,7/2/2019
DISTRICT 04 - SAN FRANCISCO,4800753,VINEYARD RV PARK,C,C,D1,There are no treatment plants,SC,223,365,3/8/2017
LPA56 - MONO COUNTY,2610005,LEE VINING PUBLIC UTILITY,C,C,D1,T2,SC,222,672,3/19/2015
DISTRICT 02 - LASSEN,1800511,LAKE FOREST MUTUAL W.C.,C,C,D1,There are no treatment plants,SC,220,565,6/19/2018
DISTRICT 22 - ANGELES,1909006,WEST VALLEY COUNTY WATER DISTRICT,C,C,D1,TD,SC,220,726,3/16/2015
DISTRICT 16 - CENTRAL,1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",C,C,D1,T2,SC,220,797,10/1/2018
DISTRICT 23 - FRESNO,1010053,SHAVER LAKE HEIGHTS MWC,C,C,D1,There are no treatment plants,SC,219,719,9/18/2018
DISTRICT 01 - KLAMATH,5301002,LEWISTON COMMUNITY SERVICES DISTRICT,C,C,D1,T2,SC,219,701,4/24/2019
DISTRICT 13 - SAN BERNARDINO,3610046,VALLEY VIEW PARK MWC,C,C,D1,TD,SC,218,499,7/11/2017
DISTRICT 19 - TEHACHAPI,1510052,NORTH EDWARDS WD,C,C,D1,TD,SC,217,944,11/2/2018
DISTRICT 13 - SAN BERNARDINO,3600008,APPLE VALLEY FOOTHILL CWD,C,C,D1,TD,DAVCS,217,712,5/16/2019
DISTRICT 18 - SONOMA,4910701,U.S. COAST GUARD TRAINING CENTER,C,C,D2,T1,SC,217,1422,8/6/2015
DISTRICT 10 - STOCKTON,310006,RIVER PINES PUD,C,C,D1,T2,DAVCS,216,510,1/23/2019
DISTRICT 14 - SAN DIEGO,3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,C,C,D1,T3,SC,216,500,9/18/2018
DISTRICT 13 - SAN BERNARDINO,1400007,SIERRA HIGHLAND CSD,C,C,D1,There are no treatment plants,SC,215,600,5/31/2017
DISTRICT 19 - TEHACHAPI,1510026,CWS - UPPER BODFISH WATER SYSTEM,C,C,D2,T3,SC,215,416,8/28/2018
LPA82 - TEHAMA COUNTY,5200010,WOODSON BRIDGE RV PARK,C,C,D1,There are no treatment plants,,214,45,1/17/2017
DISTRICT 10 - STOCKTON,310008,CAMANCHE NORTH SHORE INC.,C,C,D2,T2,SC,211,255,10/17/2019
DISTRICT 04 - SAN FRANCISCO,707574,SANTIAGO ISLAND VILLAGE,C,C,D1,There are no treatment plants,SC,211,400,3/4/2020
DISTRICT 19 - TEHACHAPI,1500466,A.F.P. MUTUAL WATER COMPANY,C,C,D1,T1,SC,211,689,7/30/2018
DISTRICT 22 - ANGELES,1910066,LEISURE LAKE MOBILE ESTATES,C,C,D1,T2,SC,211,325,1/11/2019
DISTRICT 01 - KLAMATH,800555,GASQUET C.S.D.,C,C,D1,T2,SC,210,775,8/16/2019
DISTRICT 03 - MENDOCINO,1700518,LOCH LOMOND MUTUAL WATER CO,C,C,D1,T1,DAVCS,210,588,12/15/2017
DISTRICT 19 - TEHACHAPI,1510049,CWS - LAKELAND,C,C,D1,T2,SC,209,271,8/28/2018
DISTRICT 22 - ANGELES,1910053,HEMLOCK MUTUAL WATER CO.,C,C,D2,TD,SC,208,686,12/6/2017
DISTRICT 20 - RIVERSIDE,3301534,RANCHO CALIMESA MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,208,275,1/6/2020
DISTRICT 01 - KLAMATH,1210013,HUMBOLDT BAY MWD,C,C,D4,T4,WH,206,0,12/17/2019
DISTRICT 03 - MENDOCINO,2310012,IRISH BEACH WATER DISTRICT,C,C,D1,T2,SC,206,560,10/12/2018
DISTRICT 06 - SANTA BARBARA,4000568,SAN SIMEON CSD,C,C,D1,T1,SC,206,462,11/21/2019
DISTRICT 13 - SAN BERNARDINO,3600139,JUBILEE MWC,C,C,D1,There are no treatment plants,DAVCS,205,855,1/24/2018
DISTRICT 14 - SAN DIEGO,3700923,LAKE MORENA OAK SHORES MWC,C,C,D1,T2,SC,205,670,8/19/2019
DISTRICT 06 - SANTA BARBARA,4210022,GOLDEN STATE WATER COMPANY - LAKE MARIE,C,C,D1,TD,SC,205,527,9/26/2018
DISTRICT 22 - ANGELES,1910242,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,C,C,D2,T2,SC,202,260,6/7/2018
DISTRICT 10 - STOCKTON,3910022,LITTLE POTATO SLOUGH MUTUAL,C,C,D1,T3,SC,202,350,2/26/2020
DISTRICT 18 - SONOMA,4900687,BROOKWOOD MOBILE HOME PARK,C,C,D1,TD,SC,202,400,5/30/2013
DISTRICT 02 - LASSEN,3110033,CASTLE CITY MHP,C,C,D1,T3,SC,201,280,5/2/2017
DISTRICT 12 - VISALIA,5400553,DEL ORO TRAVER DISTRICT,C,C,D1,There are no treatment plants,SC,201,663,11/28/2018
DISTRICT 23 - FRESNO,1000069,SHAVER LAKE HEIGHTS PROP ASSN,C,C,D1,There are no treatment plants,SC,200,345,7/12/2019
DISTRICT 09 - SACRAMENTO,3410022,OLYMPIA MOBILODGE,C,C,D1,There are no treatment plants,SC,200,450,5/31/2019
LPA64 - SACRAMENTO COUNTY,3400179,MC CLELLAN MHP,C,C,,There are no treatment plants,,199,700,9/1/2020
DISTRICT 19 - TEHACHAPI,1500290,NORTH MUROC MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,198,270,11/9/2018
LPA50 - MADERA COUNTY,2000775,OAK CREEK MOBILE HOME PARK,C,C,D1,T1,SC,198,370,5/17/2019
DISTRICT 08 - SANTA ANA,3010097,MIDWAY CITY MUTUAL WC,C,C,D1,TD,DAVCS,198,1285,2/20/2019
DISTRICT 19 - TEHACHAPI,1510043,CWS-ONYX WATER SYSTEM,C,C,D1,T2,SC,197,269,8/28/2018
DISTRICT 02 - LASSEN,3200102,WHITEHAWK RANCH MWC,C,C,D1,T2,SC,197,765,12/16/2019
DISTRICT 09 - SACRAMENTO,3410047,CALAM - WALNUT GROVE,C,C,D1,T2,SC,197,651,3/12/2020
LPA67 - SAN DIEGO COUNTY,3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,C,C,D1,TD,SC,197,70,9/11/2017
LPA49 - LA COUNTY,1910158,STERLING MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,196,548,3/28/2019
DISTRICT 05 - MONTEREY,2701202,CAL AM WATER COMPANY - CHUALAR,C,C,D1,TD,SC,195,740,12/17/2018
DISTRICT 02 - LASSEN,3110048,PLACER CSA - SHERIDAN,C,C,D1,TD,SC,195,726,5/14/2019
LPA66 - SAN BERNARDINO COUNTY,3600086,DAGGETT COMM SVCS DIST,C,C,D1,There are no treatment plants,SC,195,795,4/30/2019
DISTRICT 18 - SONOMA,4900721,COLONIAL PARK,C,C,D1,T2,SC,195,342,5/15/2019
DISTRICT 21 - VALLEY,5200504,CITY OF TEHAMA,C,C,D1,There are no treatment plants,DAVCS,195,430,5/11/2018
LPA82 - TEHAMA COUNTY,5200508,RIO VISTA MOBILE HOME PARK,C,C,D1,TD,SC,195,543,6/11/2020
DISTRICT 24 - TULARE,5400631,LINNELL FARM LABOR CENTER,C,C,D1,There are no treatment plants,DAVCS,195,694,6/22/2020
DISTRICT 02 - LASSEN,4500210,LASSEN PINES MUTUAL WATER CO INC,C,C,D1,T2,DAVCS,194,600,12/10/2019
DISTRICT 09 - SACRAMENTO,910018,EL DORADO ID - OUTINGDALE,C,C,D1,T3,SC,193,538,1/24/2019
DISTRICT 01 - KLAMATH,5304102,TRINITY VILLAGE MUTUAL WATER,C,C,D1,T2,SC,193,302,11/21/2019
DISTRICT 18 - SONOMA,4900562,DIAMOND A MUTUAL WATER COMPANY,C,C,D1,TD,SC,192,420,2/7/2017
DISTRICT 04 - SAN FRANCISCO,103041,TRAILER HAVEN MOBILE HOME PARK,C,C,D1,TD,SC,191,459,5/8/2019
DISTRICT 02 - LASSEN,4600009,"SIERRA CSA #5, SIERRA BROOKS",C,C,D1,There are no treatment plants,SC,191,515,12/10/2019
DISTRICT 10 - STOCKTON,300037,JACKSON VALLEY IRRIGATION DISTRICT,C,C,D1,T3,SC,190,2000,4/25/2018
LPA37 - CONTRA COSTA COUNTY,707576,PLEASANTIMES MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,190,380,1/30/2018
LPA58 - NAPA COUNTY,2800521,CIRCLE OAKS WATER DISTRICT,C,C,D1,T2,SC,190,500,5/5/2020
LPA64 - SACRAMENTO COUNTY,3400172,TOKAY PARK WATER CO,C,C,,There are no treatment plants,SC,190,525,10/3/2019
LPA63 - RIVERSIDE COUNTY,3301107,CARVER TRACT MUTUAL WATER COMP,C,C,D1,There are no treatment plants,SC,188,300,8/14/2019
DISTRICT 04 - SAN FRANCISCO,105008,CASTLEWOOD DOMESTIC WATER SYSTEM,C,C,D1,There are no treatment plants,SC,187,524,5/22/2018
DISTRICT 21 - VALLEY,5200503,MINERAL COUNTY WATER DISTRICT,C,C,D1,T2,SC,187,620,10/15/2019
DISTRICT 12 - VISALIA,5410039,PLAINVIEW MUTUAL WATER COMPANY,C,C,D1,TD,DAVCS,187,617,10/25/2019
LPA63 - RIVERSIDE COUNTY,3301040,RIVERDALE ESTATES,C,C,D1,TD,SC,186,300,3/11/2019
LPA64 - SACRAMENTO COUNTY,3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,C,C,,There are no treatment plants,,186,200,1/25/2019
DISTRICT 17 - SANTA CLARA,4300542,SAN MARTIN COUNTY WATER DISTRICT,C,C,D1,T1,SC,186,614,3/16/2017
DISTRICT 18 - SONOMA,4900832,LEISURE MOBILE HOME PARK,C,C,D1,TD,SC,186,410,1/3/2019
LPA49 - LA COUNTY,1900907,SHERWOOD MOBILE HOME PARK,C,C,D1,T1,SC,185,540,1/23/2020
DISTRICT 20 - RIVERSIDE,3301428,BLYTHE - MESA RANCH,C,C,D2,T1,SC,184,548,12/20/2017
LPA74 - SANTA CRUZ COUNTY,4400502,TROUT GULCH MUTUAL WATER COMPANY,C,C,D1,T1,,184,552,4/10/2018
DISTRICT 14 - SAN DIEGO,3700909,JULIAN COMMUNITY SERVICES DISTRICT,C,C,D1,T3,SC,183,1517,8/29/2019
DISTRICT 12 - VISALIA,5410041,CWS - TULCO WATER COMPANY,C,C,D1,T3,SC,183,716,6/26/2019
DISTRICT 06 - SANTA BARBARA,5602111,NYELAND ACRES MUTUAL WATER CO,C,C,D2,TD,SC,183,915,12/18/2018
LPA49 - LA COUNTY,1900913,LILY OF THE VALLEY MOBILE VILLAGE,C,C,D1,T1,SC,182,495,5/5/2020
DISTRICT 18 - SONOMA,4900584,TIMBER COVE COUNTY WATER DISTRICT,C,C,D1,T2,SC,182,271,7/23/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000523,S & T MUTUAL WATER COMPANY,C,C,D1,T1,,181,575,5/24/2017
DISTRICT 10 - STOCKTON,5010026,WATERFORD - HICKMAN,C,C,D1,T2,SC,181,597,3/5/2019
DISTRICT 19 - TEHACHAPI,1500341,SIERRA BELLA MUTUAL WATER COMPANY,C,C,D1,TD,SC,180,60,6/26/2019
DISTRICT 03 - MENDOCINO,1700544,COBB AREA CWD - BONANZA SPRINGS,C,C,D1,TD,DAVCS,180,594,8/21/2020
LPA63 - RIVERSIDE COUNTY,3301267,FISHERMAN'S RETREAT,C,C,D1,There are no treatment plants,SC,180,52,12/21/2018
LPA66 - SAN BERNARDINO COUNTY,3600391,HILLCREST MOBILE ESTATES,C,C,D1,There are no treatment plants,SC,180,900,2/25/2020
DISTRICT 19 - TEHACHAPI,1500475,KRISTA MUTUAL WATER COMPANY,C,C,D1,TD,DAVCS,179,501,6/24/2020
LPA49 - LA COUNTY,1900849,LLANO DEL RIO WATER COMPANY,C,C,D1,T1,SC,179,510,3/21/2019
DISTRICT 11 - MERCED,2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,178,498,12/13/2018
LPA80 - STANISLAUS COUNTY,5000019,RIVERDALE PARK TRACT CSD,C,C,D1,TD,SC,178,610,8/13/2018
LPA57 - MONTEREY COUNTY,2701254,CARMEL RIVIERA MWC,C,C,D1,T2,,177,584,11/14/2017
DISTRICT 24 - TULARE,5400537,LINDYS LANDING,C,C,D1,TD,SC,177,44,6/12/2019
DISTRICT 24 - TULARE,5400792,WOODVILLE FARM LABOR CENTER,C,C,D1,There are no treatment plants,DAVCS,177,690,10/21/2019
DISTRICT 11 - MERCED,2210924,YOSEMITE WEST WATER SYSTEM,C,C,D1,T1,SC,176,420,11/6/2018
DISTRICT 03 - MENDOCINO,2300507,CALPELLA COUNTY WATER DISTRICT,C,C,D1,There are no treatment plants,DAVCS,176,548,7/3/2019
DISTRICT 05 - MONTEREY,3500836,BETABEL RV RESORT,C,C,D1,There are no treatment plants,SC,176,49,9/12/2017
LPA34 - BUTTE COUNTY,400040,ALMOND GROVE MOBILE PARK,C,C,D1,There are no treatment plants,,175,250,3/7/2017
LPA69 - SAN JOAQUIN COUNTY,3900964,SAHARA MOBILE COURT,C,C,D1,There are no treatment plants,SC,175,300,1/16/2019
DISTRICT 18 - SONOMA,4910020,SONOMA COUNTY WATER AGENCY,C,C,D5,T5,WH,175,0,9/27/2016
LPA80 - STANISLAUS COUNTY,5000090,RIVERVIEW MOBILE HOME ESTATES,C,C,D1,There are no treatment plants,SC,175,250,12/10/2018
LPA66 - SAN BERNARDINO COUNTY,3600270,GOLDEN STATE WATER MORONGO DELNORTE,C,C,D1,There are no treatment plants,SC,174,870,6/16/2020
LPA37 - CONTRA COSTA COUNTY,707613,WILLOW MOBILE HOME PARK,C,C,D1,TD,SC,173,350,6/21/2019
DISTRICT 12 - VISALIA,1500231,VICTORY MUTUAL WATER COMPANY,C,C,D1,TD,SC,173,849,11/19/2019
DISTRICT 20 - RIVERSIDE,3301031,BANNING HTS. MUTUAL WATER CO.,C,C,D2,T2,SC,173,561,12/18/2018
DISTRICT 05 - MONTEREY,3500556,MISSION FARM R.V. PARK,C,C,D1,T1,SC,173,110,6/22/2020
LPA69 - SAN JOAQUIN COUNTY,3900831,ARBOR MOBILE HOME PARK WS,C,C,D1,T1,SC,173,340,2/14/2019
LPA87 - YOLO COUNTY,5700712,CAL AM - DUNNIGAN,C,C,D1,T1,SC,173,400,11/5/2019
DISTRICT 23 - FRESNO,1000298,WOODWARD BLUFFS MHP,C,C,D1,TD,SC,172,300,8/30/2018
DISTRICT 05 - MONTEREY,2702588,CANADA WOODS WC,C,C,D2,T2,SC,171,564,4/3/2018
DISTRICT 20 - RIVERSIDE,3310081,PALM SPRINGS CREST,C,C,D1,Operator is not required,DAVCS,171,355,12/14/2017
DISTRICT 06 - SANTA BARBARA,5601105,FILLMORE IRRIGATION CO,C,C,D1,TD,SC,171,353,11/4/2019
DISTRICT 03 - MENDOCINO,2800526,BERRYESSA ESTATES (LBRID),C,C,D1,T3,DAVCS,170,476,8/23/2018
LPA64 - SACRAMENTO COUNTY,3400181,LAGUNA DEL SOL INC,C,C,,There are no treatment plants,,170,470,5/10/2018
DISTRICT 05 - MONTEREY,4410301,CSP - BIG BASIN STATE PARK,C,C,D2,T2,SC,170,3029,10/18/2018
DISTRICT 02 - LASSEN,3110043,MADDEN CREEK WATER COMPANY,C,C,D1,There are no treatment plants,SC,169,300,11/15/2017
LPA34 - BUTTE COUNTY,400007,BUTTE CREEK ESTATES MUTUAL WATER CO,C,C,D1,TD,,168,399,2/22/2017
DISTRICT 01 - KLAMATH,2500503,CALIFORNIA PINES C.S.D.,C,C,D1,There are no treatment plants,DAVCS,168,300,6/27/2019
DISTRICT 11 - MERCED,5500042,BELLEVIEW OAKS MUTUAL WATER CO,C,C,D1,T1,SC,168,468,12/6/2017
LPA32 - ALPINE COUNTY,202504,MARKLEEVILLE WATER CO.,C,C,NR,T2,SC,167,25,4/16/2016
DISTRICT 01 - KLAMATH,1200729,ORLEANS C.S.D.,C,C,D1,T2,SC,167,633,9/26/2017
LPA44 - INYO COUNTY,1400030,GLENWOOD MOBILE ESTATES,C,C,D1,There are no treatment plants,SC,167,300,5/28/2010
DISTRICT 03 - MENDOCINO,2300708,RIDGEWOOD WATER SYSTEM,C,C,D1,T1,SC,167,220,7/26/2018
DISTRICT 02 - LASSEN,1800512,CLEAR CREEK CSD-WESTWOOD,C,C,D1,There are no treatment plants,DAVCS,166,400,9/9/2019
LPA49 - LA COUNTY,1900809,LANDALE MUTUAL WATER COMPANY,C,C,D1,T1,SC,166,752,1/29/2019
DISTRICT 12 - VISALIA,1500296,FULLER ACRES MUTUAL WATER COMPANY,C,C,D1,TD,SC,165,545,2/12/2020
LPA66 - SAN BERNARDINO COUNTY,3600114,CSA 70 W-3 HACIENDA,C,C,D1,TD,SC,165,695,2/7/2019
LPA75 - SHASTA COUNTY,4500195,STARLITE PINES MUTUAL WATER CO INC,C,C,D1,TD,SC,165,510,8/28/2017
LPA50 - MADERA COUNTY,2000554,MD 33 FAIRMEAD,C,C,D1,TD,SC,164,568,12/10/2019
DISTRICT 05 - MONTEREY,2702521,SANTA LUCIA PRESERVE WS,C,C,D1,T2,SC,164,2184,12/19/2017
LPA61 - PLACER COUNTY,3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,C,C,D1,There are no treatment plants,SC,164,499,12/18/2019
LPA64 - SACRAMENTO COUNTY,3400296,TRAVEL LODGE MOBILE HOME PARK,C,C,,There are no treatment plants,,164,350,3/22/2018
LPA57 - MONTEREY COUNTY,2700586,GABILAN WC,C,C,D1,There are no treatment plants,SC,162,535,8/5/2016
DISTRICT 24 - TULARE,5400542,DUCOR CSD,C,C,D1,TD,SC,162,535,10/30/2019
DISTRICT 11 - MERCED,5500057,LONG BARN PROPERTY OWNERS,C,C,D1,There are no treatment plants,SC,162,567,11/20/2018
DISTRICT 18 - SONOMA,2100508,MUIR BEACH COMMUNITY,C,C,D1,T1,SC,161,436,11/7/2017
LPA57 - MONTEREY COUNTY,2700728,SAN ARDO WD,C,C,D1,TD,,161,575,9/12/2017
DISTRICT 24 - TULARE,5400880,THE LAKES ASSOCIATION,C,C,D1,TD,SC,161,495,8/3/2020
DISTRICT 19 - TEHACHAPI,1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,C,C,D1,T2,SC,160,211,9/9/2020
LPA63 - RIVERSIDE COUNTY,3303100,OASIS GARDENS WATER CO.,C,C,D1,There are no treatment plants,SC,160,314,6/13/2018
LPA70 - SAN LUIS OBISPO COUNTY,4000649,LOS ROBLES MOBILE HOME ESTATES,C,C,D1,TD,SC,160,420,4/11/2018
DISTRICT 04 - SAN FRANCISCO,4800561,SNUG HARBOR RESORT,C,C,D1,T1,N1,160,125,10/29/2018
DISTRICT 18 - SONOMA,4900561,WILLOWSIDE MUTUAL WATER COMPANY,C,C,D1,TD,SC,160,350,2/26/2013
LPA87 - YOLO COUNTY,5700700,CACHEVILLE SERVICE DIST,C,C,D1,TD,,160,400,11/22/2019
DISTRICT 23 - FRESNO,1000378,SUNSET WEST COMMUNITY LLC,C,C,D1,There are no treatment plants,SC,159,350,6/12/2019
DISTRICT 12 - VISALIA,1010339,CALIFORNIA STATE UNIVERSITY FRESNO,C,C,D3,T1,SC,159,41000,8/30/2018
DISTRICT 05 - MONTEREY,2710702,FORT HUNTER LIGGETT,C,C,D2,T1,SC,159,5500,8/28/2017
LPA67 - SAN DIEGO COUNTY,3700074,CUYAMACA WATER DISTRICT,C,C,D1,TD,SC,159,200,2/14/2019
LPA49 - LA COUNTY,1900102,WESTSIDE PARK MUTUAL WATER,C,C,D1,T1,SC,158,485,1/22/2019
DISTRICT 12 - VISALIA,5410036,LSID-STRATHMORE SYSTEM,C,C,D1,There are no treatment plants,DAVCS,158,500,1/7/2020
DISTRICT 11 - MERCED,5500060,MI WUK HEIGHTS MWC,C,C,D1,There are no treatment plants,SC,158,352,11/13/2018
LPA43 - IMPERIAL COUNTY,1300550,COUNTRY LIFE MH & RV PARK,C,C,D1,T2,SC,157,600,10/22/2019
DISTRICT 18 - SONOMA,4900508,"CAZADERO WATER COMPANY, INC. (PUC)",C,C,D1,T1,SC,157,250,12/29/2016
LPA75 - SHASTA COUNTY,4500255,SACRAMENTO RIVER RV PARK,C,C,D1,TD,N1,156,382,2/20/2020
DISTRICT 24 - TULARE,5400544,ALLENSWORTH CSD,C,C,D1,T1,SC,156,521,1/30/2020
DISTRICT 23 - FRESNO,1000053,LANARE COMMUNITY SERVICES DIST,C,C,D1,There are no treatment plants,DAVCS,155,660,6/5/2019
DISTRICT 12 - VISALIA,1500409,BROCK MUTUAL WATER COMPANY,C,C,D1,TD,SC,155,462,12/28/2017
